NO,시군구,번지,본번,부번,건물명,전월세구분,전용면적(㎡),계약년월,계약일,보증금(만원),월세금(만원),층,건축년도,도로명,계약기간,계약구분,갱신요구권 사용,종전계약 보증금(만원),종전계약 월세(만원),주택유형
3334,서울특별시 도봉구 창동,241-11,0241,0011,현진스위트빌,월세,54.7700,202608,19,"6,263",65,4,2026,노해로63다길 62-11,202609~202811,신규,-,,,연립다세대
3335,서울특별시 도봉구 창동,241-11,0241,0011,현진스위트빌,월세,59.6000,202608,19,"4,172",43,6,2026,노해로63다길 62-11,202609~202811,신규,-,,,연립다세대
3336,서울특별시 도봉구 창동,363,0363,0000,신화,전세,128.3100,202608,19,"37,000",0,3,1993,해등로 21,202609~202809,갱신,-,"30,000",0,연립다세대
3337,서울특별시 마포구 합정동,375-22,0375,0022,한올빌라C,전세,33.4600,202608,19,"17,000",0,2,1990,양화진길 15-2,202609~202809,갱신,사용,"17,000",0,연립다세대
3338,서울특별시 서초구 서초동,1428-7,1428,0007,씨엠빌,월세,22.9300,202608,19,"18,500",12,4,2016,남부순환로333길 23,202610~202810,갱신,사용,"18,500",8,연립다세대
3339,서울특별시 강북구 미아동,1378,1378,0000,다드림13차,월세,58.6300,202608,19,"9,224",8,4,2024,솔매로17가길 7,202609~202811,신규,-,,,연립다세대
3340,서울특별시 송파구 송파동,97-54,0097,0054,(97-54),월세,45.7000,202608,19,"22,800",5,2,2002,송파대로 372-33,202609~202809,갱신,사용,"22,800",0,연립다세대
3341,서울특별시 양천구 신정동,1286-2,1286,0002,"대정이오스신정1차(1,2동)",월세,46.4600,202608,19,"5,547",12,4,2019,남부순환로86길 24,202609~202808,갱신,-,"2,311",30,연립다세대
3342,서울특별시 강북구 미아동,1378,1378,0000,다드림13차,월세,58.6300,202608,19,"3,724",38,3,2024,솔매로17가길 7,202609~202811,신규,-,,,연립다세대
3343,서울특별시 송파구 송파동,111-12,0111,0012,(111-12),월세,47.1100,202608,19,"21,500",15,1,1983,백제고분로42길 17-8,202608~202808,갱신,-,"21,500",5,연립다세대
3344,서울특별시 광진구 화양동,16-56,0016,0056,始皇,월세,17.1600,202608,19,"3,000",50,2,2011,군자로5길 18-14,202608~202808,신규,-,,,연립다세대
3345,서울특별시 광진구 화양동,42-31,0042,0031,선우빌,월세,14.0400,202608,19,"10,000",25,5,2012,동일로24길 6,202608~202808,갱신,사용,"10,000",25,연립다세대
3346,서울특별시 마포구 성산동,24-10,0024,0010,서경팰리스(102동),전세,29.4500,202608,19,"28,500",0,3,2019,월드컵북로20안길 22-9,202611~202811,신규,-,,,연립다세대
3347,서울특별시 영등포구 영등포동2가,232-3,0232,0003,에스제이팰리스,월세,29.4500,202608,19,"3,000",104,8,2021,국회대로54길 52,202610~202710,갱신,-,"3,000",99,연립다세대
3348,서울특별시 영등포구 영등포동2가,300-1,0300,0001,리오파크오피스텔,월세,26.4800,202608,19,"23,000",18,3,2022,영등포로49길 9-8,202610~202810,신규,-,,,연립다세대
3349,서울특별시 송파구 석촌동,214-8,0214,0008,샛별둥지,월세,40.0600,202608,19,"17,250",36,2,2002,백제고분로34길 18-8,202610~202810,신규,-,,,연립다세대
3350,서울특별시 송파구 석촌동,55-4,0055,0004,(55-4),전세,41.7200,202608,19,"23,000",0,3,2002,석촌호수로18길 16-10,202609~202809,신규,-,,,연립다세대
3351,서울특별시 송파구 잠실동,215-2,0215,0002,예은빌라,전세,38.0000,202608,19,"18,820",0,3,2007,백제고분로11길 28-11,202611~202811,신규,-,,,연립다세대
3352,서울특별시 송파구 잠실동,218-17,0218,0017,(218-17),월세,45.9200,202608,19,"8,000",70,2,2003,석촌호수로12길 35-1,202611~202811,갱신,-,"10,000",58,연립다세대
3353,서울특별시 강북구 미아동,1378,1378,0000,다드림13차,월세,58.6300,202608,19,"3,724",38,5,2024,솔매로17가길 7,202609~202811,신규,-,,,연립다세대
3354,서울특별시 강북구 미아동,1378,1378,0000,다드림13차,월세,58.6300,202608,19,"3,724",38,4,2024,솔매로17가길 7,202609~202811,신규,-,,,연립다세대
3355,서울특별시 강북구 미아동,833-2,0833,0002,일심,월세,76.2600,202608,19,"12,000",10,2,1981,솔매로17길 6,202609~202809,신규,-,,,연립다세대
3356,서울특별시 강북구 미아동,258-640,0258,0640,(258-640),전세,41.5600,202608,19,"13,000",0,1,1988,오패산로52아길 41-5,202609~202809,신규,-,,,연립다세대
3357,서울특별시 마포구 합정동,389-19,0389,0019,미성드림빌,전세,53.2500,202608,19,"32,000",0,4,2003,양화로1길 58,202610~202810,신규,-,,,연립다세대
3358,서울특별시 서대문구 연희동,340-41,0340,0041,(340-41),월세,76.2600,202608,19,500,70,3,2002,연희로10가길 51-26,202608~202708,신규,-,,,연립다세대
3359,서울특별시 중랑구 신내동,242,0242,0000,신내소행주,월세,58.9300,202608,19,"22,000",32,4,2018,신내역로1길 145,202610~202810,신규,-,,,연립다세대
3360,서울특별시 송파구 송파동,189-6,0189,0006,(189-6),월세,49.1900,202608,19,"15,000",31,3,2004,송파대로34가길 14-1,202609~202809,신규,-,,,연립다세대
3361,서울특별시 서대문구 홍은동,265-66,0265,0066,동아빌라,월세,66.3300,202608,19,"13,000",40,1,1994,연희로39길 31-2,202609~202809,신규,-,,,연립다세대
3362,서울특별시 관악구 신림동,1628-68,1628,0068,T&K신림Ⅴ,월세,56.3800,202608,19,"3,471",36,2,2026,문성로27길 9,202609~202811,신규,-,,,연립다세대
3363,서울특별시 양천구 목동,528-25,0528,0025,더엘세컨드,월세,22.1600,202608,19,100,34,3,2025,목동중앙본로32길 29,202608~202812,신규,-,,,연립다세대
3364,서울특별시 양천구 목동,528-25,0528,0025,더엘세컨드,월세,21.9400,202608,19,100,32,3,2025,목동중앙본로32길 29,202608~202812,신규,-,,,연립다세대
3365,서울특별시 송파구 송파동,109-10,0109,0010,해오름,월세,22.1000,202608,19,"8,000",20,5,2005,가락로23길 16-17,202610~202810,갱신,-,"8,000",0,연립다세대
3366,서울특별시 강동구 천호동,338-14,0338,0014,가현팰리스,월세,14.4300,202608,19,"6,200",37,4,2020,구천면로 143,202608~202808,신규,-,,,연립다세대
3367,서울특별시 강동구 천호동,576,0576,0000,광채빌라,월세,42.3000,202608,19,"7,276",17,2,2020,상암로 111,202609~202808,갱신,-,"7,276",17,연립다세대
3368,서울특별시 송파구 송파동,110-17,0110,0017,은성하이빌,월세,46.9400,202608,19,"28,000",35,4,2008,가락로23길 14-7,202610~202810,신규,-,,,연립다세대
3369,서울특별시 도봉구 도봉동,569-21,0569,0021,청구빌라(569-21),월세,52.4300,202608,19,"2,000",70,4,1997,도봉로185길 7,202610~202810,신규,-,,,연립다세대
3370,서울특별시 도봉구 도봉동,588-3,0588,0003,화림빌라(가동),월세,33.0400,202608,19,"1,000",25,-1,1994,도봉로171길 40,202609~202809,신규,-,,,연립다세대
3371,서울특별시 양천구 목동,528-25,0528,0025,더엘세컨드,월세,22.1600,202608,19,100,33,2,2025,목동중앙본로32길 29,202608~202812,신규,-,,,연립다세대
3372,서울특별시 양천구 목동,528-25,0528,0025,더엘세컨드,월세,21.9400,202608,19,100,32,2,2025,목동중앙본로32길 29,202608~202812,신규,-,,,연립다세대
3373,서울특별시 양천구 목동,528-25,0528,0025,더엘세컨드,월세,22.4700,202608,19,100,33,2,2025,목동중앙본로32길 29,202608~202812,신규,-,,,연립다세대
3374,서울특별시 양천구 목동,528-25,0528,0025,더엘세컨드,월세,22.4700,202608,19,100,33,3,2025,목동중앙본로32길 29,202608~202812,신규,-,,,연립다세대
3375,서울특별시 양천구 목동,324-190,0324,0190,호거두리,월세,51.4900,202608,19,"3,703",38,3,2024,목동중앙남로16다길 38,202609~202811,신규,-,,,연립다세대
3376,서울특별시 양천구 목동,318-44,0318,0044,더클래식B동,월세,34.4700,202608,19,"1,508",46,4,2019,목동중앙남로16길 42,202608~202812,신규,-,,,연립다세대
3377,서울특별시 양천구 목동,716-3,0716,0003,에코하임,월세,29.9800,202608,19,"3,528",8,2,2017,목동중앙남로14가길 13,202609~202808,갱신,-,"1,512",20,연립다세대
3378,서울특별시 양천구 목동,544-9,0544,0009,미산쎈트빌,전세,23.3400,202608,19,"15,400",0,4,2016,목동중앙북로16길 62-10,202610~202810,신규,-,,,연립다세대
3379,서울특별시 종로구 창신동,629-25,0629,0025,(629-25),월세,55.4200,202608,19,300,35,1,1993,창신9길 4-14,202608~202808,신규,-,,,연립다세대
3380,서울특별시 영등포구 신길동,4-75,0004,0075,아트빌,전세,14.0300,202608,19,"13,500",0,5,2026,여의대방로59길 30-15,202609~202809,신규,-,,,연립다세대
3381,서울특별시 양천구 목동,760-14,0760,0014,아림힐하우스,전세,42.8200,202608,19,"15,000",0,3,2002,목동중앙로5길 43-9,202611~202811,신규,-,,,연립다세대
3382,서울특별시 영등포구 신길동,65-105,0065,0105,블루버드신길,전세,29.0900,202608,19,"33,000",0,5,2026,영등포로67가길 24,202609~202809,신규,-,,,연립다세대
3383,서울특별시 양천구 목동,523-58,0523,0058,(523-58),전세,33.8700,202608,19,"5,000",0,-1,1988,목동중앙북로20길 7-3,202609~202809,신규,-,,,연립다세대
3384,서울특별시 강남구 개포동,160-8,0160,0008,평화빌라C동,월세,79.5000,202608,19,"4,000",65,-1,1993,선릉로6길 23,202608~202808,갱신,-,"2,000",70,연립다세대
3385,서울특별시 강동구 암사동,472-13,0472,0013,홍익주택3차,월세,40.4600,202608,19,"4,000",70,3,1994,고덕로20마길 11,202610~202810,신규,-,,,연립다세대
3386,서울특별시 강동구 암사동,500-8,0500,0008,오너빌,전세,52.6700,202608,19,"24,000",0,2,2004,고덕로8길 68,202608~202808,갱신,-,"23,100",0,연립다세대
3387,서울특별시 강동구 암사동,500-8,0500,0008,오너빌,전세,52.6700,202608,19,"24,000",0,2,2004,고덕로8길 68,202608~202808,갱신,-,"23,100",0,연립다세대
3388,서울특별시 강동구 암사동,516-8,0516,0008,미호리버빌,월세,47.9300,202608,19,"24,900",30,3,2013,상암로4가길 41,202611~202811,신규,-,,,연립다세대
3389,서울특별시 강동구 암사동,433-130,0433,0130,힐하우스,전세,29.9500,202608,19,"18,900",0,2,2016,구천면로59길 18-10,202610~202810,신규,-,,,연립다세대
3390,서울특별시 강동구 암사동,486-61,0486,0061,라티빌Ⅴ,월세,31.5100,202608,19,"6,107",5,3,2023,구천면로47길 30-5,202609~202808,신규,-,,,연립다세대
3391,서울특별시 강동구 암사동,437-4,0437,0004,신우드림빌,월세,57.9000,202608,19,"4,435",46,5,2026,암사13길 30,202609~202811,신규,-,,,연립다세대
3392,서울특별시 영등포구 신길동,1274,1274,0000,더엘퍼스트,월세,21.1600,202608,19,100,36,2,2025,영등포로86길 21,202608~202812,신규,-,,,연립다세대
3393,서울특별시 강동구 암사동,437-4,0437,0004,신우드림빌,월세,57.9000,202608,19,"4,396",45,2,2026,암사13길 30,202609~202811,신규,-,,,연립다세대
3394,서울특별시 서초구 방배동,839-7,0839,0007,(839-7),월세,20.3100,202608,19,"22,500",4,4,2015,방배로30길 6,202609~202809,신규,-,,,연립다세대
3395,서울특별시 서초구 방배동,839-7,0839,0007,(839-7),월세,20.3100,202608,19,"22,500",4,4,2015,방배로30길 6,202609~202809,신규,-,,,연립다세대
3396,서울특별시 서초구 방배동,916-22,0916,0022,펜트하우스,월세,29.2800,202608,19,"18,000",39,4,2016,방배로13길 53-17,202610~202810,신규,-,,,연립다세대
3397,서울특별시 서초구 방배동,467-7,0467,0007,다원하이빌,월세,27.6100,202608,19,"7,714",8,3,2021,방배천로6길 32-6,202609~202808,갱신,-,"7,714",6,연립다세대
3398,서울특별시 성북구 장위동,219-219,0219,0219,시온아트빌(219-219),월세,43.7700,202608,19,100,46,2,2017,장위로15길 55-2,202608~202812,신규,-,,,연립다세대
3399,서울특별시 중랑구 망우동,506-15,0506,0015,망우동YMS캐슬,전세,16.1400,202608,19,"19,000",0,9,2020,상봉로26길 5,202609~202808,신규,-,,,연립다세대
3400,서울특별시 관악구 신림동,1628-68,1628,0068,T&K신림Ⅴ,월세,56.3800,202608,19,"3,506",36,4,2026,문성로27길 9,202609~202811,신규,-,,,연립다세대
3401,서울특별시 관악구 신림동,597-58,0597,0058,브라운캐슬2차(597-58),전세,38.4100,202608,19,"25,000",0,2,2014,난우16길 57,202608~202808,신규,-,,,연립다세대
3402,서울특별시 성북구 장위동,299-59,0299,0059,성원그린빌(299-59),전세,51.7800,202608,19,"20,000",0,2,2002,한천로101가길 26,202610~202810,신규,-,,,연립다세대
3403,서울특별시 서초구 방배동,2252,2252,0000,서초팰리스,월세,15.0400,202608,19,"5,000",100,6,2024,동작대로 154,202608~202708,신규,-,,,연립다세대
3404,서울특별시 마포구 성산동,633-7,0633,0007,대원파크빌,월세,26.9500,202608,19,100,30,5,2023,월드컵북로9길 17-6,202609~202808,갱신,-,100,30,연립다세대
3405,서울특별시 송파구 삼전동,52-4,0052,0004,동화포레스트,전세,25.5200,202608,19,"27,000",0,5,2022,백제고분로28길 20-52,202610~202810,신규,-,,,연립다세대
3406,서울특별시 송파구 삼전동,52-4,0052,0004,동화포레스트,전세,25.5200,202608,19,"27,000",0,5,2022,백제고분로28길 20-52,202610~202810,신규,-,,,연립다세대
3407,서울특별시 성북구 동선동5가,102-1,0102,0001,(102-1),월세,39.7200,202608,19,"1,000",58,3,2002,아리랑로4가길 8-17,202610~202810,신규,-,,,연립다세대
3408,서울특별시 송파구 삼전동,171-20,0171,0020,구일주택5,월세,35.2600,202608,19,"6,890",13,5,2020,백제고분로32길 46-5,202609~202808,갱신,-,"3,269",34,연립다세대
3409,서울특별시 용산구 효창동,5-487,0005,0487,스위트빌,전세,29.9400,202608,19,"26,000",0,4,2016,효창원로66길 45,202609~202809,신규,-,,,연립다세대
3410,서울특별시 구로구 온수동,13-4,0013,0004,서영빌라,월세,18.7000,202608,19,"1,000",55,3,2012,부일로5길 16,202609~202809,신규,-,,,연립다세대
3411,서울특별시 강동구 암사동,437-4,0437,0004,신우드림빌,월세,57.9000,202608,19,"1,774",51,5,2026,암사13길 30,202609~202811,신규,-,,,연립다세대
3412,서울특별시 송파구 삼전동,26-19,0026,0019,오스타영,월세,29.8500,202608,19,"27,000",6,2,2019,백제고분로25길 31,202609~202809,신규,-,,,연립다세대
3413,서울특별시 양천구 신정동,937-12,0937,0012,강성하우스(937-12),월세,15.9000,202608,19,"1,000",45,4,2012,중앙로54길 13,202608~202808,신규,-,,,연립다세대
3414,서울특별시 마포구 망원동,435-45,0435,0045,성진센터빌,전세,37.3600,202608,19,"37,100",0,6,2018,월드컵로31길 43,202610~202810,갱신,-,"34,000",13,연립다세대
3415,서울특별시 금천구 가산동,142-59,0142,0059,리베라움,전세,29.1100,202608,19,"22,300",0,6,2018,남부순환로108길 8,202610~202810,신규,-,,,연립다세대
3416,서울특별시 금천구 가산동,142-59,0142,0059,리베라움,전세,29.1100,202608,19,"22,300",0,6,2018,남부순환로108길 8,202610~202810,신규,-,,,연립다세대
3417,서울특별시 마포구 망원동,439-21,0439,0021,한이그리고율,월세,12.2000,202608,19,"1,000",55,5,2015,월드컵로31길 104,202608~202808,신규,-,,,연립다세대
3418,서울특별시 송파구 송파동,95-64,0095,0064,(95-64),전세,19.1500,202608,19,"16,800",0,5,2018,가락로19길 9-14,202609~202809,신규,-,,,연립다세대
3419,서울특별시 영등포구 신길동,1274,1274,0000,더엘퍼스트,월세,21.1600,202608,19,100,36,3,2025,영등포로86길 21,202608~202812,신규,-,,,연립다세대
3420,서울특별시 영등포구 신길동,1274,1274,0000,더엘퍼스트,월세,21.1600,202608,19,100,36,2,2025,영등포로86길 21,202608~202812,신규,-,,,연립다세대
3421,서울특별시 영등포구 신길동,1274,1274,0000,더엘퍼스트,월세,23.4800,202608,19,100,39,2,2025,영등포로86길 21,202608~202812,신규,-,,,연립다세대
3422,서울특별시 마포구 망원동,338-46,0338,0046,진흥하임빌(338-46),월세,14.9000,202608,19,"1,000",48,3,2011,월드컵로15길 78-5,202609~202709,신규,-,,,연립다세대
3423,서울특별시 동대문구 답십리동,250-3,0250,0003,리베르떼청량리1차,전세,21.7400,202608,19,"19,400",0,5,2022,전농로 75-10,202610~202710,갱신,사용,"18,500",0,연립다세대
3424,서울특별시 노원구 공릉동,567-12,0567,0012,파크빌(567-12),월세,11.8900,202608,19,300,40,5,2012,동일로182길 10,202609~202809,신규,-,,,연립다세대
3425,서울특별시 노원구 공릉동,218,0218,0000,퍼즐주택(공릉),월세,35.4800,202608,19,"20,000",45,4,2018,공릉로46가길 29,202608~202808,신규,-,,,연립다세대
3426,서울특별시 양천구 신정동,937-12,0937,0012,강성하우스(937-12),월세,15.9000,202608,19,"1,000",45,4,2012,중앙로54길 13,202608~202808,신규,-,,,연립다세대
3427,서울특별시 은평구 대조동,84-44,0084,0044,파로스빌,월세,74.8800,202608,19,"32,600",30,3,2008,통일로71가길 12,202610~202810,신규,-,,,연립다세대
3428,서울특별시 송파구 삼전동,66-13,0066,0013,파크하우스(66-13),월세,18.9600,202608,19,"12,000",9,2,2016,백제고분로28길 27-10,202610~202810,신규,-,,,연립다세대
3429,서울특별시 동작구 대방동,393-47,0393,0047,명성,월세,12.5400,202608,19,"1,000",56,4,2013,대방동2길 1,202609~202809,신규,-,,,연립다세대
3430,서울특별시 동대문구 전농동,126-26,0126,0026,아티움전농,전세,21.6800,202608,19,"22,000",0,6,2019,전농로37나길 28,202610~202810,신규,-,,,연립다세대
3431,서울특별시 송파구 삼전동,66-13,0066,0013,파크하우스(66-13),월세,18.9600,202608,19,"12,000",9,2,2016,백제고분로28길 27-10,202610~202810,신규,-,,,연립다세대
3432,서울특별시 송파구 삼전동,168-1,0168,0001,코리아하우스(168-1),월세,23.8300,202608,19,"1,000",58,2,2011,백제고분로32길 30-19,202608~202808,신규,-,,,연립다세대
3433,서울특별시 송파구 삼전동,61-5,0061,0005,영광빌라,월세,72.2500,202608,19,"1,500",92,-1,1997,백제고분로28길 16-42,202609~202809,신규,-,,,연립다세대
3434,서울특별시 은평구 대조동,196-24,0196,0024,196-24,월세,21.4000,202608,19,"1,000",55,4,2016,연서로26길 11-6,202608~202708,갱신,-,"1,000",50,연립다세대
3435,서울특별시 동작구 상도동,7-45,0007,0045,이노시티빌,월세,28.8800,202608,19,"4,580",9,4,2021,매봉로2길 16,202609~202808,갱신,-,"2,173",22,연립다세대
3436,서울특별시 동작구 상도동,7-45,0007,0045,이노시티빌,월세,25.5400,202608,19,"3,906",8,2,2021,매봉로2길 16,202609~202808,갱신,-,"1,901",20,연립다세대
3437,서울특별시 동작구 상도동,361-63,0361,0063,(361-63),월세,20.6800,202608,19,"9,950",15,1,2004,상도로15차길 8,202609~202809,신규,-,,,연립다세대
3438,서울특별시 동작구 상도동,301-209,0301,0209,남양빌라(301-209),월세,48.9000,202608,19,"5,000",50,4,1994,국사봉10길 60,202609~202809,신규,-,,,연립다세대
3439,서울특별시 동작구 상도동,301-209,0301,0209,남양빌라(301-209),월세,48.9000,202608,19,"5,000",50,4,1994,국사봉10길 60,202609~202809,신규,-,,,연립다세대
3440,서울특별시 동작구 상도동,299-9,0299,0009,영신빌,월세,54.9900,202608,19,"3,000",100,2,2002,국사봉8길 51,202610~202810,신규,-,,,연립다세대
3441,서울특별시 영등포구 신길동,1274,1274,0000,더엘퍼스트,월세,23.4800,202608,19,100,40,3,2025,영등포로86길 21,202608~202812,신규,-,,,연립다세대
3442,서울특별시 영등포구 신길동,296-41,0296,0041,Place4,전세,18.6300,202608,19,"18,000",0,2,2022,가마산로61라길 4,202609~202809,신규,-,,,연립다세대
3443,서울특별시 영등포구 신길동,296-41,0296,0041,Place4,전세,18.6300,202608,19,"18,000",0,2,2022,가마산로61라길 4,202609~202809,신규,-,,,연립다세대
3444,서울특별시 마포구 망원동,410-50,0410,0050,대도주택,전세,37.1200,202608,19,"18,900",0,1,1991,포은로 101,202608~202808,갱신,사용,"18,000",0,연립다세대
3445,서울특별시 성동구 용답동,13-3,0013,0003,엘케이플레이스9차,전세,23.7700,202608,19,"25,000",0,3,2024,용답중앙19길 11-1,202609~202808,신규,-,,,연립다세대
3446,서울특별시 송파구 송파동,150-5,0150,0005,The테라,월세,49.7900,202608,19,"38,000",40,2,2020,가락로28길 7-11,202609~202809,갱신,-,"38,000",32,연립다세대
3447,서울특별시 성동구 용답동,60-6,0060,0006,용답아델하임,전세,26.4300,202608,19,"24,000",0,3,2026,용답29길 29-6,202609~202809,신규,-,,,연립다세대
3448,서울특별시 양천구 신정동,998-11,0998,0011,다다빌라트(998-11),전세,43.7400,202608,19,"25,000",0,3,2002,목동로17길 11,202608~202808,신규,-,,,연립다세대
3449,서울특별시 은평구 대조동,210-50,0210,0050,CS아르체,월세,28.4400,202608,19,"12,000",45,6,2016,역말로9가길 8-1,202610~202810,신규,-,,,연립다세대
3450,서울특별시 마포구 망원동,398-10,0398,0010,창진,월세,126.5200,202608,19,"22,000",35,3,2004,희우정로12길 17,202610~202810,신규,-,,,연립다세대
3451,서울특별시 강남구 역삼동,782,0782,0000,두산위브파빌리온역삼,월세,47.0710,202608,19,"3,000",350,5,2025,도곡로25길 18,202608~202808,신규,-,,,연립다세대
3452,서울특별시 강북구 미아동,258-122,0258,0122,(258-122),전세,54.9600,202608,19,"13,000",0,1,1986,오패산로52라길 10,202609~202809,신규,-,,,연립다세대
3453,서울특별시 마포구 마포동,410-2,0410,0002,썬힐빌라,전세,77.7000,202608,19,"32,500",0,3,2001,마포대로4길 120-3,202609~202809,갱신,-,"30,500",0,연립다세대
3454,서울특별시 마포구 성산동,37-13,0037,0013,더트리니티,월세,29.9400,202608,19,100,54,4,2023,월드컵북로20길 22,202608~202812,신규,-,,,연립다세대
3455,서울특별시 종로구 구기동,67-1,0067,0001,상신맨션,전세,72.5000,202608,19,"26,000",0,3,1982,진흥로25길 6,202610~202810,신규,-,,,연립다세대
3456,서울특별시 서대문구 홍제동,282-31,0282,0031,아이콘스타,전세,48.4200,202608,19,"37,400",0,2,2021, ,202610~202810,신규,-,,,연립다세대
3457,서울특별시 서대문구 홍제동,134-2,0134,0002,제니스빌(134-2),전세,42.2500,202608,19,"30,450",0,6,2018,통일로36다길 16,202609~202809,갱신,사용,"29,000",0,연립다세대
3458,서울특별시 영등포구 영등포동5가,88,0088,0000,휴젠느,월세,42.1900,202608,19,"36,500",19,10,2019,영중로22길 5,202609~202809,신규,-,,,연립다세대
3459,서울특별시 영등포구 영등포동5가,78,0078,0000,트리베카,월세,28.8100,202608,19,"5,000",110,9,2021,영중로24길 12,202609~202809,신규,-,,,연립다세대
3460,서울특별시 송파구 풍납동,398-8,0398,0008,프라임빌,월세,21.7300,202608,19,"5,000",32,2,2012,강동대로7길 15,202609~202809,갱신,-,"5,000",32,연립다세대
3461,서울특별시 용산구 후암동,394-10,0394,0010,드림캐슬,전세,29.7500,202608,19,"29,400",0,4,2024,두텁바위로47길 13,202609~202809,갱신,사용,"28,000",0,연립다세대
3462,서울특별시 마포구 마포동,410-2,0410,0002,썬힐빌라,전세,77.7000,202608,19,"32,500",0,3,2001,마포대로4길 120-3,202609~202809,갱신,-,"30,500",0,연립다세대
3463,서울특별시 용산구 후암동,394-10,0394,0010,드림캐슬,전세,29.7500,202608,19,"29,400",0,4,2024,두텁바위로47길 13,202609~203009,신규,-,,,연립다세대
3464,서울특별시 양천구 신정동,931-3,0931,0003,태현그린맨션B동,월세,44.1600,202608,19,"13,000",40,2,2002,신정중앙로8길 5,202609~202809,신규,-,,,연립다세대
3465,서울특별시 용산구 후암동,394-10,0394,0010,드림캐슬,전세,29.7500,202608,19,"29,400",0,4,2024,두텁바위로47길 13,202609~203009,갱신,-,"28,000",0,연립다세대
3466,서울특별시 중랑구 중화동,275-21,0275,0021,드림하우스(275-21),월세,58.8600,202608,19,"1,584",46,6,2026,동일로144가길 32-14,202609~202811,신규,-,,,연립다세대
3467,서울특별시 중랑구 중화동,275-21,0275,0021,드림하우스(275-21),월세,59.9500,202608,19,"1,612",47,2,2026,동일로144가길 32-14,202609~202811,신규,-,,,연립다세대
3468,서울특별시 용산구 후암동,283-2,0283,0002,판타지오빌,전세,28.3300,202608,19,"26,000",0,2,2020,후암로4길 49,202610~202810,신규,-,,,연립다세대
3469,서울특별시 관악구 신림동,1628-68,1628,0068,T&K신림Ⅴ,월세,58.1400,202608,19,"3,542",37,5,2026,문성로27길 9,202609~202811,신규,-,,,연립다세대
3470,서울특별시 송파구 문정동,27-4,0027,0004,(27-4),월세,36.7000,202608,19,"10,000",60,2,2012,송이로28길 23,202610~202810,신규,-,,,연립다세대
3471,서울특별시 동작구 사당동,1025-15,1025,0015,(1025-15),월세,43.3500,202608,19,"3,575",30,5,2023,동작대로9가길 34,202609~202808,갱신,-,300,48,연립다세대
3472,서울특별시 동작구 사당동,1050-19,1050,0019,사당메이플,전세,29.9800,202608,19,"31,900",0,3,2021,남부순환로259가길 15-4,202608~202808,신규,-,,,연립다세대
3473,서울특별시 금천구 독산동,1006-124,1006,0124,더시크릿독산,월세,15.3600,202608,19,"1,000",70,6,2021,범안로12가길 28-8,202608~202708,신규,-,,,연립다세대
3474,서울특별시 금천구 독산동,378-214,0378,0214,엘린하우스2,월세,52.5700,202608,19,"5,106",53,5,2021,독산로58길 40,202609~202811,신규,-,,,연립다세대
3475,서울특별시 동작구 사당동,314-12,0314,0012,스튜디오사당19,월세,25.9800,202608,19,"2,234",23,2,2021,사당로20나길 58-8,202609~202808,갱신,-,"2,234",23,연립다세대
3476,서울특별시 동작구 사당동,419-132,0419,0132,옥스나드,월세,21.6900,202608,19,"1,000",74,3,2019,남부순환로267나길 5,202608~202808,신규,-,,,연립다세대
3477,서울특별시 동작구 사당동,1025-19,1025,0019,감골,월세,42.1200,202608,19,500,50,5,2017,사당로26길 90,202608~202708,신규,-,,,연립다세대
3478,서울특별시 동작구 사당동,446-38,0446,0038,(446-38),전세,30.1400,202608,19,"22,000",0,2,2012,남부순환로257가길 17,202610~202810,신규,-,,,연립다세대
3479,서울특별시 중랑구 중화동,275-21,0275,0021,드림하우스(275-21),월세,59.9500,202608,19,"4,068",42,3,2026,동일로144가길 32-14,202609~202811,신규,-,,,연립다세대
3480,서울특별시 종로구 명륜3가,1-810,0001,0810,(1-810),월세,48.3900,202608,19,"1,000",90,3,1995,명륜1길 7-3,202608~202808,신규,-,,,연립다세대
3481,서울특별시 동대문구 장안동,456-12,0456,0012,(456-12),전세,29.7300,202608,19,"22,500",0,3,2013,장한로8길 88,202608~202808,갱신,사용,"22,000",0,연립다세대
3482,서울특별시 종로구 명륜1가,69,0069,0000,(69-0),월세,16.9500,202608,19,"2,000",55,3,2014,성균관로 48-5,202608~202808,신규,-,,,연립다세대
3483,서울특별시 동대문구 장안동,326-4,0326,0004,제일빌라,월세,35.8200,202608,19,100,44,3,2019,장한로32길 23-4,202608~202812,신규,-,,,연립다세대
3484,서울특별시 동대문구 장안동,453-8,0453,0008,서도휴빌3차,월세,55.2900,202608,19,"3,038",40,5,2019,천호대로93길 17,202609~202811,신규,-,,,연립다세대
3485,서울특별시 동대문구 장안동,453-8,0453,0008,서도휴빌3차,월세,54.9900,202608,19,"5,076",66,4,2019,천호대로93길 17,202609~202811,신규,-,,,연립다세대
3486,서울특별시 송파구 문정동,7-8,0007,0008,레베랑스,전세,51.4100,202608,19,"36,000",0,1,2018,동남로8길 19-17,202608~202808,갱신,사용,"35,000",0,연립다세대
3487,서울특별시 송파구 문정동,7-8,0007,0008,레베랑스,월세,43.8900,202608,19,"21,000",120,4,2018,동남로8길 19-17,202610~202810,갱신,-,"37,000",0,연립다세대
3488,서울특별시 강서구 화곡동,359-124,0359,0124,보성,전세,45.4800,202608,19,"10,600",0,2,1982,월정로30길 113,202608~202808,갱신,-,"10,000",0,연립다세대
