NO,시군구,번지,본번,부번,건물명,전월세구분,전용면적(㎡),계약년월,계약일,보증금(만원),월세금(만원),층,건축년도,도로명,계약기간,계약구분,갱신요구권 사용,종전계약 보증금(만원),종전계약 월세(만원),주택유형
799,서울특별시 송파구 삼전동,6-6,0006,0006,아름다운집,전세,38.1000,202608,28,"20,800",0,2,2003,백제고분로21길 15-5,202610~202810,신규,-,,,연립다세대
800,서울특별시 용산구 청파동3가,118-28,0118,0028,티엠타운,월세,45.5200,202608,28,"30,000",30,3,2016,청파로47가길 19-16,202611~202811,신규,-,,,연립다세대
801,서울특별시 마포구 노고산동,54-17,0054,0017,신촌피엘에이,월세,15.0700,202608,28,"1,000",150,9,2022,신촌로12가길 28,202608~202708,신규,-,,,연립다세대
802,서울특별시 구로구 구로동,429-35,0429,0035,비젼빌B,월세,16.8000,202608,28,"2,000",27,2,2011,가마산로20라길 20-7,202609~202808,신규,-,,,연립다세대
803,서울특별시 용산구 신창동,64-1,0064,0001,로젠빌,전세,17.3400,202608,28,"11,000",0,2,2023,원효로35길 52-6,202610~202810,신규,-,,,연립다세대
804,서울특별시 성북구 석관동,338-581,0338,0581,어반휴2차,월세,29.4200,202608,28,"18,600",20,5,2018,화랑로18라길 27,202611~202811,신규,-,,,연립다세대
805,서울특별시 구로구 개봉동,324-4,0324,0004,베스트,월세,19.2400,202608,28,"1,000",48,3,2012,개봉로17길 30-15,202608~202808,신규,-,,,연립다세대
806,서울특별시 구로구 개봉동,38-22,0038,0022,위드캐슬,월세,28.8000,202608,28,"18,100",3,5,2020,고척로21가길 38-7,202609~202809,갱신,사용,"18,375",0,연립다세대
807,서울특별시 송파구 석촌동,269-8,0269,0008,삼오빌라,전세,41.0900,202608,28,"26,000",0,2,2002,가락로11길 8-13,202609~202809,신규,-,,,연립다세대
808,서울특별시 송파구 석촌동,229-17,0229,0017,(229-17),월세,39.3600,202608,28,"9,800",55,2,2003,삼학사로6길 25-1,202610~202810,신규,-,,,연립다세대
809,서울특별시 성북구 종암동,28-27,0028,0027,미래하이츠,월세,26.0400,202608,28,100,26,5,2023,회기로3길 8,202609~202808,갱신,-,100,26,연립다세대
810,서울특별시 성북구 종암동,1-10,0001,0010,종암힐스톤,월세,55.7000,202608,28,"21,000",42,3,2015,월곡로10길 42,202608~202808,갱신,-,"20,000",40,연립다세대
811,서울특별시 송파구 석촌동,11-8,0011,0008,우영주택,월세,37.3800,202608,28,"2,000",80,2,2002,백제고분로33길 13-11,202610~202809,신규,-,,,연립다세대
812,서울특별시 마포구 동교동,153-6,0153,0006,동교빌라,전세,90.9000,202608,28,"34,000",0,2,1983,동교로 212,202611~202811,신규,-,,,연립다세대
813,서울특별시 마포구 동교동,204-24,0204,0024,에이스빌,월세,14.7200,202608,28,500,59,3,2011,동교로27길 21-7,202608~202808,신규,-,,,연립다세대
814,서울특별시 성북구 정릉동,344-6,0344,0006,(344-6),월세,28.1500,202608,28,"14,700",18,2,2018,솔샘로18길 78,202610~202810,갱신,-,"13,850",18,연립다세대
815,서울특별시 성북구 정릉동,793-1,0793,0001,스카이힐,전세,34.5300,202608,28,"16,700",0,4,2014,보국문로30가길 5-3,202609~202809,갱신,-,"15,700",0,연립다세대
816,서울특별시 성북구 정릉동,227-29,0227,0029,다움파크빌2,월세,15.2000,202608,28,"2,034",3,3,2013,서경로18길 20,202609~202808,갱신,-,"1,293",7,연립다세대
817,서울특별시 성북구 정릉동,772-20,0772,0020,용화빌라A동,월세,60.3900,202608,28,"13,000",20,4,1991,보국문로28길 22,202610~202810,신규,-,,,연립다세대
818,서울특별시 용산구 이태원동,203-15,0203,0015,Streetofdreamvill(5차),월세,131.4100,202608,28,0,368,4,2001,회나무로12나길 34,202609~202808,갱신,사용,0,350,연립다세대
819,서울특별시 용산구 이태원동,210-29,0210,0029,(210-29),월세,57.5500,202608,28,"5,000",110,2,1975,회나무로 64,202609~202709,신규,-,,,연립다세대
820,서울특별시 용산구 이태원동,102-2,0102,0002,르씨엘1022,월세,46.1300,202608,28,"3,000",390,1,2020,이태원로27길 39-11,202609~202708,신규,-,,,연립다세대
821,서울특별시 금천구 독산동,1006-12,1006,0012,플로체,월세,29.8200,202608,28,"19,000",18,2,2018,범안로14길 10,202610~202810,신규,-,,,연립다세대
822,서울특별시 금천구 독산동,378-404,0378,0404,신영팰리스,전세,28.2400,202608,28,"18,648",0,2,2020,독산로58길 8,202610~202810,신규,-,,,연립다세대
823,서울특별시 금천구 시흥동,857-2,0857,0002,행운하이빌9차,전세,45.5400,202608,28,"18,000",0,4,2002,독산로41길 19,202608~202808,신규,-,,,연립다세대
824,서울특별시 용산구 서빙고동,207,0207,0000,한울스카이,전세,13.8800,202608,28,"15,000",0,2,2026,서빙고로59길 11-4,202610~202809,신규,-,,,연립다세대
825,서울특별시 용산구 서빙고동,207,0207,0000,한울스카이,전세,16.9600,202608,28,"18,000",0,3,2026,서빙고로59길 11-4,202609~202809,신규,-,,,연립다세대
826,서울특별시 용산구 서빙고동,207,0207,0000,한울스카이,전세,13.8800,202608,28,"15,000",0,2,2026,서빙고로59길 11-4,202610~202810,신규,-,,,연립다세대
827,서울특별시 성동구 하왕십리동,1078,1078,0000,왕십리센트럴,월세,25.3900,202608,28,"36,000",10,4,2023,무학봉길 61,202610~202810,신규,-,,,연립다세대
828,서울특별시 영등포구 영등포동1가,22-1,0022,0001,페트라,월세,15.4500,202608,28,"13,000",9,13,2015,경인로114길 22,202610~202810,신규,-,,,연립다세대
829,서울특별시 영등포구 영등포동2가,28-151,0028,0151,인정타운,월세,14.6200,202608,28,"2,500",45,4,2013,국회대로54길 41-14,202609~202809,신규,-,,,연립다세대
830,서울특별시 성북구 안암동1가,10-1,0010,0001,(10-1),월세,12.8500,202608,28,"3,000",40,2,2013,보문로30길 36-3,202608~202808,신규,-,,,연립다세대
831,서울특별시 영등포구 영등포동3가,1-6,0001,0006,여의도센트럴큐브스테이트,월세,29.7700,202608,28,"4,000",155,18,2023,경인로 883-2,202609~202809,신규,-,,,연립다세대
832,서울특별시 성동구 사근동,213-2,0213,0002,인터빌,전세,13.0400,202608,28,"12,000",0,4,2004,사근동9가길 6,202608~202808,신규,-,,,연립다세대
833,서울특별시 영등포구 영등포동5가,75,0075,0000,더봄,월세,14.8300,202608,28,500,90,11,2021,영중로24길 16,202608~202708,신규,-,,,연립다세대
834,서울특별시 송파구 잠실동,215-14,0215,0014,라움팰리스잠실,전세,29.9800,202608,28,"34,000",0,4,2026,백제고분로11길 32-8,202610~202810,신규,-,,,연립다세대
835,서울특별시 송파구 잠실동,238-11,0238,0011,새내빌,월세,53.6950,202608,28,"20,000",65,2,2016,백제고분로19길 15-24,202610~202810,신규,-,,,연립다세대
836,서울특별시 송파구 잠실동,242-16,0242,0016,(242-16),월세,18.5300,202608,28,"1,000",63,3,2013,삼전로13길 10-1,202609~202708,갱신,-,"1,000",61,연립다세대
837,서울특별시 송파구 잠실동,311-15,0311,0015,(311-15),월세,52.9200,202608,28,"20,000",4,2,2001,백제고분로12길 11-11,202609~202809,갱신,-,"20,000",0,연립다세대
838,서울특별시 송파구 잠실동,206-8,0206,0008,(206-8),월세,35.6400,202608,28,"18,000",9,2,2004,백제고분로7길 46-26,202610~202710,갱신,-,"18,000",5,연립다세대
839,서울특별시 성북구 삼선동4가,347,0347,0000,(347-0),월세,24.2100,202608,28,"5,000",65,5,2014,삼선교로23길 26,202609~202809,신규,-,,,연립다세대
840,서울특별시 송파구 잠실동,300-16,0300,0016,조윤빌(300-16),월세,37.3300,202608,28,"15,000",33,4,2003,백제고분로12길 20-9,202611~202811,신규,-,,,연립다세대
841,서울특별시 서대문구 북가좌동,297-3,0297,0003,지정빌라,전세,61.0900,202608,28,"24,000",0,2,1997,증가로23다길 10,202610~202810,갱신,-,"21,000",0,연립다세대
842,서울특별시 서대문구 북가좌동,348-11,0348,0011,거성빌라트,월세,48.0900,202608,28,"1,000",70,3,1998,불광천길 82,202609~202809,신규,-,,,연립다세대
843,서울특별시 서대문구 북가좌동,350-25,0350,0025,초원빌라(A),전세,76.2900,202608,28,"30,000",0,5,2002,거북골로23길 76,202608~202808,신규,-,,,연립다세대
844,서울특별시 서대문구 북가좌동,376-32,0376,0032,기린빌라(다동),전세,40.8600,202608,28,"15,000",0,1,1986,거북골로21길 29,202610~202810,신규,-,,,연립다세대
845,서울특별시 성동구 금호동3가,69,0069,0000,(69-0),전세,75.5700,202608,28,"30,000",0,3,1992,무수막5가길 24,202608~202808,신규,-,,,연립다세대
846,서울특별시 영등포구 당산동3가,421-2,0421,0002,파인하임,월세,19.6600,202608,28,"21,000",29,6,2023,양산로17길 14-13,202610~202810,신규,-,,,연립다세대
847,서울특별시 성북구 성북동,145-7,0145,0007,리치빌,월세,29.2100,202608,28,"12,600",32,1,2021,성북로14나길 11,202610~202810,갱신,-,"12,000",30,연립다세대
848,서울특별시 성동구 성수동1가,656-1080,0656,1080,베스트하우스,월세,28.4250,202608,28,"3,000",98,2,2017,왕십리로6길 15,202610~202810,신규,-,,,연립다세대
849,서울특별시 서초구 서초동,1487-118,1487,0118,서초예성빌,전세,41.2600,202608,28,"50,000",0,4,2018,명달로 42,202611~202811,신규,-,,,연립다세대
850,서울특별시 서초구 서초동,1473-9,1473,0009,삼화빌라,전세,67.4100,202608,28,"30,000",0,2,1991,남부순환로317길 18-9,202608~202708,신규,-,,,연립다세대
851,서울특별시 성동구 성수동2가,299-105,0299,0105,(299-105),전세,21.6800,202608,28,"20,000",0,6,2016,광나루로4길 10,202608~202808,갱신,-,"19,000",0,연립다세대
852,서울특별시 성동구 송정동,72-113,0072,0113,송원힐링빌,전세,26.1600,202608,28,"16,800",0,2,2013,송정18가길 11,202610~202810,신규,-,,,연립다세대
853,서울특별시 중랑구 중화동,324-56,0324,0056,TheH중화3차,전세,28.2100,202608,28,"24,150",0,5,2020,중랑천로17길 14,202608~202808,갱신,-,"23,000",0,연립다세대
854,서울특별시 송파구 송파동,14-11,0014,0011,한성그린빌,월세,23.3100,202608,28,"12,000",20,2,2003,송파대로44길 7,202610~202810,신규,-,,,연립다세대
855,서울특별시 송파구 송파동,87-1,0087,0001,부렴마을,월세,31.7700,202608,28,"1,000",61,5,2004,송파대로42길 14,202609~202809,갱신,-,"1,000",58,연립다세대
856,서울특별시 송파구 송파동,110-7,0110,0007,오륜하이츠빌라,전세,77.8400,202608,28,"34,440",0,1,1988,가락로23길 16-18,202609~202809,갱신,사용,"32,800",0,연립다세대
857,서울특별시 송파구 송파동,110-11,0110,0011,(110-11),월세,37.7700,202608,28,"13,000",34,1,2001,가락로23길 14-25,202609~202809,갱신,-,"13,000",30,연립다세대
858,서울특별시 송파구 송파동,136,0136,0000,회림빌라,전세,36.1200,202608,28,"18,190",0,4,1993,오금로20길 4-15,202610~202810,갱신,-,"17,330",0,연립다세대
859,서울특별시 송파구 송파동,110-20,0110,0020,(110-20),월세,24.0300,202608,28,"14,100",15,5,2012,가락로23길 14-21,202610~202809,갱신,사용,"14,100",15,연립다세대
860,서울특별시 송파구 송파동,95-7,0095,0007,HANYANGLEEPS,전세,12.5400,202608,28,"11,500",0,4,2012,가락로19길 12,202610~202810,갱신,-,"1,000",60,연립다세대
861,서울특별시 송파구 송파동,118-25,0118,0025,더몽베르,월세,29.9600,202608,28,"24,900",20,4,2018,백제고분로44길 25-6,202609~202809,신규,-,,,연립다세대
862,서울특별시 송파구 송파동,118-25,0118,0025,더몽베르,월세,29.9600,202608,28,"24,900",20,4,2018,백제고분로44길 25-6,202609~202809,신규,-,,,연립다세대
863,서울특별시 송파구 송파동,133-9,0133,0009,STORYVILL,월세,27.7900,202608,28,"2,000",95,2,2018,백제고분로46길 8-6,202609~202809,갱신,사용,"2,000",95,연립다세대
864,서울특별시 송파구 송파동,108-5,0108,0005,광채빌라,월세,28.0000,202608,28,"5,688",14,3,2020,가락로23길 21,202609~202808,갱신,-,"2,438",32,연립다세대
865,서울특별시 서대문구 옥천동,22,0022,0000,제이스빌,월세,12.6200,202608,28,"2,100",64,3,2013,영천시장길 58,202608~202808,신규,-,,,연립다세대
866,서울특별시 마포구 망원동,57-403,0057,0403,(57-403),월세,39.7200,202608,28,"10,000",45,2,1986,월드컵로21길 28,202609~202809,신규,-,,,연립다세대
867,서울특별시 서초구 우면동,10-5,0010,0005,(10-5),전세,21.7650,202608,28,"15,000",0,2,2016,바우뫼로2길 49,202610~202810,신규,-,,,연립다세대
868,서울특별시 영등포구 양평동6가,10-12,0010,0012,양평도담빌C,월세,29.9900,202608,28,"3,000",91,5,2016,양평로28나길 10-1,202611~202711,신규,-,,,연립다세대
869,서울특별시 서초구 양재동,337-9,0337,0009,백년빌2,월세,27.7200,202608,28,"5,765",43,2,2020,강남대로10길 60-13,202609~202808,신규,-,,,연립다세대
870,서울특별시 서초구 양재동,301-10,0301,0010,린하우스,전세,39.3500,202608,28,"32,000",0,3,2016,언남16길 7,202609~202611,갱신,-,"32,000",0,연립다세대
871,서울특별시 서초구 양재동,371-8,0371,0008,(371-8),전세,29.0100,202608,28,"32,000",0,4,2016,동산로6길 17-5,202609~202809,신규,-,,,연립다세대
872,서울특별시 서초구 양재동,379-2,0379,0002,다명빌리지,전세,62.6400,202608,28,"42,000",0,1,1997,동산로12길 13-10,202612~202812,신규,-,,,연립다세대
873,서울특별시 서초구 양재동,375-8,0375,0008,현대빌라(375-8),전세,47.3400,202608,28,"29,000",0,1,1996,동산로10길 29,202610~202810,신규,-,,,연립다세대
874,서울특별시 서초구 양재동,400-2,0400,0002,뉴크린하우스,전세,72.3900,202608,28,"40,425",0,4,2002,논현로5길 15-8,202609~202809,갱신,사용,"40,425",0,연립다세대
875,서울특별시 마포구 망원동,454-32,0454,0032,삼성빌라4동,전세,49.9200,202608,28,"20,000",0,1,1991,동교로3길 122,202608~202610,신규,-,,,연립다세대
876,서울특별시 서대문구 남가좌동,364-1,0364,0001,가연빌라,월세,53.3300,202608,28,"16,000",30,1,1997,증가로20길 30-6,202609~202809,신규,-,,,연립다세대
877,서울특별시 중랑구 면목동,364-26,0364,0026,플러스빌(364-26),월세,47.1900,202608,28,"5,000",200,2,2023,면목로34길 15,202609~202809,신규,-,,,연립다세대
878,서울특별시 중랑구 면목동,63-3,0063,0003,aseong,전세,40.2300,202608,28,"35,000",0,2,2021,용마산로77길 20-4,202608~202808,신규,-,,,연립다세대
879,서울특별시 중랑구 면목동,655-2,0655,0002,아스트로,전세,25.5600,202608,28,"18,500",0,6,2021,사가정로46길 37-7,202609~202809,갱신,-,"18,500",0,연립다세대
880,서울특별시 중랑구 면목동,153-18,0153,0018,(153-18),전세,29.9100,202608,28,"19,500",0,2,2015,겸재로22길 17-8,202610~202810,신규,-,,,연립다세대
881,서울특별시 중랑구 면목동,547-1,0547,0001,한울파크빌,전세,55.5800,202608,28,"23,000",0,5,2012,면목로63길 47,202608~202708,신규,-,,,연립다세대
882,서울특별시 마포구 도화동,4-90,0004,0090,시티더힐,전세,18.5500,202608,28,"21,000",0,3,2025,새창로6가길 8,202610~202810,신규,-,,,연립다세대
883,서울특별시 마포구 망원동,456-34,0456,0034,현대타운(456-34),전세,33.5100,202608,28,"12,000",0,-1,1988,희우정로15길 6-6,202608~202808,신규,-,,,연립다세대
884,서울특별시 마포구 망원동,394-23,0394,0023,우솔베르디움,월세,29.7400,202608,28,"30,000",25,3,2022,동교로 27-8,202610~202810,신규,-,,,연립다세대
885,서울특별시 광진구 중곡동,95-6,0095,0006,뉴청광휴먼빌,월세,76.8100,202608,28,"36,000",10,2,2002,천호대로127길 41-3,202610~202810,신규,-,,,연립다세대
886,서울특별시 광진구 중곡동,160-11,0160,0011,비젼빌,월세,74.7200,202608,28,"34,000",30,5,2003,긴고랑로16길 79,202608~202808,신규,-,,,연립다세대
887,서울특별시 광진구 중곡동,633-8,0633,0008,왕성아트빌,월세,51.0000,202608,28,"16,500",30,4,2003,천호대로103길 19,202610~202810,신규,-,,,연립다세대
888,서울특별시 광진구 중곡동,633-8,0633,0008,왕성아트빌,월세,51.0000,202608,28,"16,500",30,4,2003,천호대로103길 19,202610~202810,신규,-,,,연립다세대
889,서울특별시 광진구 중곡동,340-21,0340,0021,퍼스트홈,월세,48.1500,202608,28,"30,000",10,2,2015,능동로46길 17-4,202609~202809,신규,-,,,연립다세대
890,서울특별시 광진구 중곡동,48-3,0048,0003,세원그린빌(48-3),전세,50.3000,202608,28,"34,900",0,2,2015,천호대로109길 83,202608~202808,신규,-,,,연립다세대
891,서울특별시 광진구 중곡동,159-25,0159,0025,도시와사람,월세,29.7100,202608,28,"23,400",6,3,2016,긴고랑로20길 76-1,202610~202810,갱신,-,"21,700",17,연립다세대
892,서울특별시 광진구 중곡동,158-18,0158,0018,마인하임158,월세,16.5400,202608,28,"19,530",25,7,2018,능동로40길 10-5,202609~202809,갱신,-,"18,600",25,연립다세대
893,서울특별시 영등포구 신길동,420-170,0420,0170,미림빌라3동(420-170),월세,35.1500,202608,28,"1,000",55,1,1993,도림로81길 13,202608~202808,신규,-,,,연립다세대
894,서울특별시 영등포구 신길동,225-38,0225,0038,엘리움,전세,23.9300,202608,28,"21,000",0,2,2021,신길로45길 4,202610~202810,신규,-,,,연립다세대
895,서울특별시 서초구 방배동,919-1,0919,0001,지호빌딩,전세,65.6000,202608,28,"21,000",0,6,2005,방배중앙로 30,202609~202809,신규,-,,,연립다세대
896,서울특별시 서초구 방배동,767-21,0767,0021,골드애플하우스,전세,27.7900,202608,28,"38,000",0,2,2026,방배중앙로25길 16,202609~202809,신규,-,,,연립다세대
897,서울특별시 서초구 방배동,850-35,0850,0035,브로와빌,월세,58.2800,202608,28,"70,000",20,2,2021,서초대로25길 36,202610~202810,신규,-,,,연립다세대
898,서울특별시 서초구 방배동,901-11,0901,0011,서리풀그림,전세,26.8000,202608,28,"29,480",0,3,2018,방배로20길 25-9,202609~202809,갱신,-,"28,600",0,연립다세대
899,서울특별시 서초구 방배동,824-1,0824,0001,드림원빌,전세,29.9800,202608,28,"31,000",0,4,2016,동광로 22,202610~202810,갱신,사용,"29,600",0,연립다세대
900,서울특별시 서초구 방배동,902-26,0902,0026,미소,전세,51.0900,202608,28,"28,800",0,3,2014,방배로20길 8-19,202609~202809,갱신,-,"28,800",0,연립다세대
901,서울특별시 서초구 방배동,872-16,0872,0016,동호주택,전세,53.5200,202608,28,"33,000",0,4,1993,서초대로19길 10-18,202609~202809,갱신,-,"30,000",0,연립다세대
902,서울특별시 마포구 아현동,710-4,0710,0004,(710-4),전세,39.3300,202608,28,"9,000",0,2,1985,손기정로4길 8,202608~202808,갱신,-,"9,000",0,연립다세대
903,서울특별시 강동구 성내동,461-20,0461,0020,다원하이빌,월세,32.9500,202608,28,"5,600",13,2,2020,성내로14길 50,202609~202808,갱신,-,"5,600",13,연립다세대
904,서울특별시 동작구 노량진동,148-5,0148,0005,미도빌,월세,13.2600,202608,28,500,55,4,1990,노량진로 184,202608~202708,신규,-,,,연립다세대
905,서울특별시 동작구 상도동,244-221,0244,0221,미도빌라(244-221),월세,38.1600,202608,28,"13,000",3,1,1986,성대로21길 26,202610~202810,갱신,사용,"13,000",0,연립다세대
906,서울특별시 동작구 상도동,244-353,0244,0353,인성주택다동,전세,29.7000,202608,28,"13,000",0,-1,1986,성대로21길 25,202610~202810,신규,-,,,연립다세대
907,서울특별시 동작구 상도동,210-195,0210,0195,모건쉐르빌,월세,29.3400,202608,28,"18,000",20,4,2012,양녕로25길 27,202611~202811,신규,-,,,연립다세대
908,서울특별시 동작구 상도동,203-20,0203,0020,더그린3차,월세,34.7200,202608,28,"20,000",20,4,2013,양녕로29길 45,202610~202810,신규,-,,,연립다세대
909,서울특별시 동작구 상도동,496-18,0496,0018,무경하우스,월세,12.4900,202608,28,"3,000",50,4,2016,상도로 392-12,202608~202802,신규,-,,,연립다세대
910,서울특별시 동작구 동작동,102-41,0102,0041,현대그린하우스,전세,63.6000,202608,28,"28,000",0,3,1989,동작대로41길 4,202610~202810,신규,-,,,연립다세대
911,서울특별시 강동구 성내동,440-27,0440,0027,오륜아크로빌,월세,58.5900,202608,28,"15,000",130,6,2019,강동대로55길 36,202611~202811,갱신,사용,"15,000",120,연립다세대
912,서울특별시 강동구 성내동,226-69,0226,0069,강남팰리스,월세,25.6900,202608,28,"22,440",2,4,2019,풍성로41길 6,202609~202709,갱신,사용,"21,900",0,연립다세대
913,서울특별시 강서구 화곡동,372-29,0372,0029,창대빌라A동,월세,29.6600,202608,27,"13,800",30,2,2013,가로공원로76길 26-11,202609~202809,신규,-,,,연립다세대
914,서울특별시 강동구 천호동,363-1,0363,0001,해공파크빌,전세,68.2800,202608,27,"31,180",0,2,2001,천중로 60-7,202608~202808,갱신,-,"31,180",0,연립다세대
915,서울특별시 송파구 방이동,59-12,0059,0012,(59-12),월세,56.1900,202608,27,"15,700",3,3,2002,올림픽로32길 19-11,202611~202811,신규,-,,,연립다세대
916,서울특별시 송파구 방이동,57-2,0057,0002,(57-2),월세,38.1900,202608,27,"12,000",21,4,2008,올림픽로34길 27-7,202609~202809,갱신,-,"12,000",18,연립다세대
917,서울특별시 송파구 방이동,126-7,0126,0007,에코빌,월세,42.0500,202608,27,"27,900",14,4,2011,가락로34길 5-3,202608~202808,갱신,-,"30,000",0,연립다세대
918,서울특별시 송파구 방이동,155-5,0155,0005,하나파크빌,전세,29.9900,202608,27,"21,400",0,2,2019,위례성대로6길 27,202610~202810,신규,-,,,연립다세대
919,서울특별시 강서구 화곡동,810-4,0810,0004,우화그린,월세,46.6000,202608,27,"17,000",15,2,2011,곰달래로57가길 25,202610~202810,갱신,-,"21,000",5,연립다세대
920,서울특별시 강서구 화곡동,391-42,0391,0042,금강파크,전세,61.9750,202608,27,"17,360",0,3,2008,곰달래로25길 14-13,202610~202810,신규,-,,,연립다세대
921,서울특별시 광진구 자양동,512-7,0512,0007,자양빌라(512-7),월세,41.1200,202608,27,"1,000",60,-1,1988,능동로8길 26,202608~202808,갱신,-,"1,000",50,연립다세대
922,서울특별시 성북구 석관동,261-306,0261,0306,스위트빌2차,전세,29.9000,202608,27,"20,000",0,3,2019,돌곶이로11길 25,202608~202808,신규,-,,,연립다세대
923,서울특별시 성북구 석관동,189-19,0189,0019,천우네오젠,월세,34.6500,202608,27,"5,000",52,2,2016,한천로81길 10,202610~202810,신규,-,,,연립다세대
924,서울특별시 성북구 석관동,340-284,0340,0284,(340-284),월세,34.3400,202608,27,500,60,1,1994,화랑로18길 73-13,202608~202808,신규,-,,,연립다세대
925,서울특별시 강서구 화곡동,372-80,0372,0080,라이프타운,전세,57.1600,202608,27,"19,500",0,3,2008,가로공원로 178-10,202609~202809,갱신,-,"21,300",0,연립다세대
926,서울특별시 구로구 개봉동,448-8,0448,0008,대림하이츠빌(448-8),전세,33.3800,202608,27,"13,000",0,4,2002,고척로52라길 19-11,202608~202611,신규,-,,,연립다세대
927,서울특별시 구로구 개봉동,287-12,0287,0012,해오름(287-12),월세,23.7800,202608,27,"12,300",13,5,2017,개봉로11길 55-30,202610~202810,신규,-,,,연립다세대
928,서울특별시 구로구 개봉동,68-150,0068,0150,세종아트빌(68-150),전세,52.9400,202608,27,"24,000",0,3,2018,고척로20길 26-35,202609~202809,신규,-,,,연립다세대
929,서울특별시 구로구 개봉동,68-150,0068,0150,세종아트빌(68-150),전세,52.9400,202608,27,"24,000",0,3,2018,고척로20길 26-35,202609~202809,신규,-,,,연립다세대
930,서울특별시 구로구 개봉동,279-21,0279,0021,다원리치빌5차,월세,28.0100,202608,27,"2,000",90,4,2021,개봉로10길 19,202608~202808,신규,-,,,연립다세대
931,서울특별시 강서구 화곡동,57-29,0057,0029,화성파크빌리지7차,월세,51.4700,202608,27,"12,000",31,2,1994,초록마을로8길 53,202610~202810,신규,-,,,연립다세대
932,서울특별시 강서구 화곡동,56-671,0056,0671,동도하이츠빌라나동,월세,43.2300,202608,27,"13,500",10,2,2001,초록마을로26길 21-5,202610~202810,갱신,-,"13,500",0,연립다세대
933,서울특별시 강동구 천호동,335-3,0335,0003,블루빌(335-3),월세,22.5300,202608,27,"16,600",10,2,2016,구천면로13길 48,202610~202810,신규,-,,,연립다세대
934,서울특별시 성북구 장위동,219-57,0219,0057,스타팰리스,월세,28.2000,202608,27,"18,100",20,2,2020,장위로11길 48,202609~202809,갱신,-,"18,100",10,연립다세대
935,서울특별시 구로구 오류동,1-134,0001,0134,대하쉐르빌타운1동,전세,59.9300,202608,27,"15,300",0,3,2002,경인로15길 116-4,202608~202808,신규,-,,,연립다세대
936,서울특별시 구로구 궁동,282-7,0282,0007,거산하이츠빌라(282-7),월세,84.9300,202608,27,"1,000",72,1,1997,오리로 1294,202609~202809,갱신,-,"1,000",60,연립다세대
937,서울특별시 구로구 궁동,209-32,0209,0032,아우름,월세,50.6300,202608,27,"2,920",30,4,2022,부일로13길 27,202609~202808,갱신,-,"2,920",30,연립다세대
938,서울특별시 서대문구 홍은동,411-20,0411,0020,글로리하우스,월세,28.6500,202608,27,500,74,3,2016,증가로6길 57,202609~202809,신규,-,,,연립다세대
939,서울특별시 금천구 가산동,142-18,0142,0018,(142-18),월세,14.0700,202608,27,"3,000",73,10,2025,남부순환로 1270,202608~202808,신규,-,,,연립다세대
940,서울특별시 성북구 하월곡동,90-211,0090,0211,성북웅진베어스빌,월세,19.2600,202608,27,"3,000",130,7,2021,종암로 158,202608~202708,신규,-,,,연립다세대
941,서울특별시 도봉구 창동,667-5,0667,0005,중의하이트,월세,75.9600,202608,27,"21,600",10,3,2000,노해로62길 80,202610~202710,갱신,-,"21,600",0,연립다세대
942,서울특별시 도봉구 창동,581-25,0581,0025,대림빌라,전세,48.1200,202608,27,"14,000",0,3,1993,덕릉로59다길 21,202610~202810,신규,-,,,연립다세대
943,서울특별시 노원구 월계동,465-16,0465,0016,(465-16),월세,29.1300,202608,27,500,30,5,2012,광운로 27-6,202608~202702,신규,-,,,연립다세대
944,서울특별시 송파구 오금동,48,0048,0000,오금공원빌라,전세,49.1500,202608,27,"22,260",0,1,1993,중대로27길 11,202611~202811,신규,-,,,연립다세대
945,서울특별시 노원구 상계동,188-10,0188,0010,피스플하우스B동,전세,37.1400,202608,27,"21,000",0,2,2018,노원로30길 46-13,202609~202809,갱신,-,"20,000",0,연립다세대
946,서울특별시 종로구 명륜1가,5-41,0005,0041,(5-41),월세,42.6600,202608,27,"1,000",95,3,1996,성균관로15가길 16-4,202608~202808,신규,-,,,연립다세대
947,서울특별시 노원구 상계동,1053,1053,0000,시온빌라트,전세,59.7100,202608,27,"32,277",0,4,2021,동일로237라길 19,202610~202809,갱신,-,"30,740",0,연립다세대
948,서울특별시 용산구 용문동,38-60,0038,0060,에벤에셀,전세,17.4700,202608,27,"13,500",0,3,2013,효창원로 77,202609~202809,갱신,-,"13,000",0,연립다세대
949,서울특별시 용산구 용문동,38-65,0038,0065,더프라임,전세,23.8300,202608,27,"30,000",0,5,2026,효창원로25길 21,202610~202810,신규,-,,,연립다세대
950,서울특별시 송파구 석촌동,278-6,0278,0006,(278-6),월세,50.0000,202608,27,"30,000",27,3,2004,백제고분로40길 30-7,202610~202810,신규,-,,,연립다세대
951,서울특별시 송파구 석촌동,297-24,0297,0024,주호빌라,전세,57.7800,202608,27,"26,000",0,5,2002,송파대로37길 20,202609~202809,갱신,사용,"26,000",0,연립다세대
952,서울특별시 송파구 거여동,17-3,0017,0003,(17-3),전세,39.8500,202608,27,"18,000",0,2,1993,거마로3길 25,202610~202810,갱신,-,"3,000",40,연립다세대
953,서울특별시 용산구 이촌동,196-8,0196,0008,스카이빌라,전세,54.4500,202608,27,"32,000",0,2,2002,이촌로 100-14,202611~202811,갱신,-,"27,000",0,연립다세대
