동네,NO,시군구,번지,본번,부번,건물명,전월세구분,전용면적(㎡),계약년월,계약일,보증금(만원),월세금(만원),층,건축년도,도로명,계약기간,계약구분,갱신요구권 사용,종전계약 보증금(만원),종전계약 월세(만원),주택유형
합정,3053,서울특별시 마포구 합정동,426-6,0426,0006,까사펠리체,월세,43.3800,202608,20,"1,000",81,4,2002,월드컵로5길 8,202610~202810,갱신,-,"1,000",77,연립다세대
홍대,3090,서울특별시 마포구 동교동,186-34,0186,0034,(186-34),월세,50.4800,202608,20,"2,500",135,2,1986,신촌로10길 27-6,202608~202808,신규,-,,,연립다세대
사당,3131,서울특별시 동작구 사당동,317-6,0317,0006,행복이가득한집,월세,18.7200,202608,20,"11,000",17,4,2016,사당로20가길 39,202609~202809,신규,-,,,연립다세대
사당,3132,서울특별시 동작구 사당동,1035-36,1035,0036,그라시아빌,월세,36.5800,202608,20,"20,000",32,2,2013,사당로26길 106-7,202610~202809,신규,-,,,연립다세대
사당,3133,서울특별시 동작구 사당동,259-1,0259,0001,문주빌,전세,39.2900,202608,20,"27,780",0,4,2012,사당로17라길 1,202609~202809,신규,-,,,연립다세대
건대입구,3146,서울특별시 광진구 구의동,614-11,0614,0011,드림하우젠2,월세,14.8500,202608,20,"14,860",16,3,2019,천호대로130길 59-11,202609~202809,신규,-,,,연립다세대
건대입구,3147,서울특별시 광진구 구의동,230-17,0230,0017,아리아하우스,월세,27.3300,202608,20,"27,900",6,7,2016,자양로32길 61,202608~202808,갱신,-,"27,900",0,연립다세대
건대입구,3148,서울특별시 광진구 구의동,221-69,0221,0069,(221-69),월세,60.9800,202608,20,"20,000",30,1,2003,자양로26길 92-6,202611~202811,신규,-,,,연립다세대
건대입구,3158,서울특별시 광진구 구의동,221-39,0221,0039,(221-39),월세,33.8400,202608,20,"1,000",70,2,2003,자양로18길 97-10,202608~202808,신규,-,,,연립다세대
건대입구,3159,서울특별시 광진구 구의동,26-5,0026,0005,(26-5),전세,85.1300,202608,20,"37,000",0,4,2002,자양로50가길 31,202608~202808,신규,-,,,연립다세대
신림,3175,서울특별시 관악구 신림동,241-62,0241,0062,트리플힐스2,월세,29.5300,202608,20,"6,500",60,5,2023,신림로11길 11-21,202609~202809,신규,-,,,연립다세대
신림,3176,서울특별시 관악구 신림동,1458-3,1458,0003,신림빌딩,월세,12.1600,202608,20,"1,000",60,5,2018,신림동길 26,202608~202808,신규,-,,,연립다세대
신림,3177,서울특별시 관악구 신림동,1465-1,1465,0001,신사타운빌,월세,41.0100,202608,20,"30,000",15,2,2016,남부순환로167길 42,-,-,-,,,연립다세대
신림,3178,서울특별시 관악구 신림동,501-29,0501,0029,휴파크,월세,22.6100,202608,20,"3,000",72,2,2015,난곡로74길 31-7,202608~202808,신규,-,,,연립다세대
신림,3179,서울특별시 관악구 신림동,412-105,0412,0105,오성빌라,월세,36.7200,202608,20,"4,000",60,1,1991,문성로38가길 15,202608~202708,신규,-,,,연립다세대
수유,3182,서울특별시 강북구 수유동,252-126,0252,0126,황궁쉐르빌,전세,58.0600,202608,20,"18,522",0,4,2000,노해로23길 6-11,202610~202710,갱신,사용,"18,522",0,연립다세대
수유,3183,서울특별시 강북구 수유동,279-50,0279,0050,(279-50),월세,26.1300,202608,20,500,39,3,1996,삼양로138길 8,202609~202809,갱신,-,500,37,연립다세대
수유,3184,서울특별시 강북구 수유동,724-1,0724,0001,한터빌,월세,19.4200,202608,20,300,47,4,2010,노해로 123-5,202608~202708,신규,-,,,연립다세대
수유,3185,서울특별시 강북구 수유동,725-4,0725,0004,신성캐슬,월세,38.8000,202608,20,90,90,2,2018,노해로33길 21,202608~202702,신규,-,,,연립다세대
수유,3186,서울특별시 강북구 수유동,313-6,0313,0006,홍원하이빌강북7,월세,19.0800,202608,20,"4,547",5,4,2021,삼양로119길 22,202609~202808,갱신,-,"1,890",19,연립다세대
수유,3187,서울특별시 강북구 수유동,291-59,0291,0059,홍원하이빌강북6,월세,25.5000,202608,20,"5,948",6,2,2021,인수봉로82길 26,202609~202808,갱신,-,"2,472",25,연립다세대
수유,3188,서울특별시 강북구 수유동,291-59,0291,0059,홍원하이빌강북6,월세,24.0000,202608,20,"5,608",6,2,2021,인수봉로82길 26,202609~202808,갱신,-,"2,331",24,연립다세대
수유,3189,서울특별시 강북구 수유동,279-67,0279,0067,제이에이치파빌리온3,월세,51.7100,202608,20,"1,500",150,5,2023,삼양로 510-10,202608~202708,신규,-,,,연립다세대
역삼,3215,서울특별시 강남구 역삼동,774-30,0774,0030,(774-30),월세,29.5800,202608,20,"1,000",87,2,2001,언주로69길 20,202608~202708,신규,-,,,연립다세대
역삼,3230,서울특별시 강남구 역삼동,775-32,0775,0032,주은빌라,월세,30.6600,202608,20,"1,000",60,2,2000,논현로70길 15,202609~202709,신규,-,,,연립다세대
역삼,3241,서울특별시 강남구 역삼동,780-19,0780,0019,타임빌라,월세,32.4000,202608,20,"13,000",35,4,2000,언주로67길 15,202609~202809,신규,-,,,연립다세대
역삼,3242,서울특별시 강남구 역삼동,698-15,0698,0015,(698-15),월세,28.0800,202608,20,"14,700",6,2,2012,테헤란로51길 46-14,202609~202809,신규,-,,,연립다세대
역삼,3243,서울특별시 강남구 역삼동,782-2,0782,0002,다원하이빌,전세,20.7900,202608,20,"27,000",0,4,2022,논현로66길 16,202609~202809,신규,-,,,연립다세대
역삼,3259,서울특별시 강남구 역삼동,782,0782,0000,두산위브파빌리온역삼,월세,56.0910,202608,20,"5,000",460,6,2025,도곡로25길 18,202609~202808,신규,-,,,연립다세대
수유,3267,서울특별시 강북구 수유동,130-156,0130,0156,경도빌리지,월세,53.0400,202608,19,"13,000",45,2,2003,노해로9길 70,202609~202809,신규,-,,,연립다세대
수유,3272,서울특별시 강북구 수유동,562-83,0562,0083,동아림,전세,15.3000,202608,19,"6,000",0,5,2014,4.19로13길 11,202608~202808,갱신,-,"6,000",0,연립다세대
수유,3273,서울특별시 강북구 수유동,291-201,0291,0201,가온팰리스101,전세,52.5750,202608,19,"17,000",0,3,2016,삼양로123길 40-3,202608~202808,신규,-,,,연립다세대
수유,3274,서울특별시 강북구 수유동,482-21,0482,0021,서현펠리스,월세,37.5700,202608,19,500,60,5,2018,삼양로71길 17-6,202609~202808,신규,-,,,연립다세대
수유,3276,서울특별시 강북구 수유동,391-236,0391,0236,르레브수유,월세,57.5200,202608,19,"5,924",61,4,2026,인수봉로64길 29,202609~202811,신규,-,,,연립다세대
수유,3278,서울특별시 강북구 수유동,391-236,0391,0236,르레브수유,월세,55.1600,202608,19,"3,334",34,3,2026,인수봉로64길 29,202609~202811,신규,-,,,연립다세대
왕십리,3294,서울특별시 성동구 홍익동,295,0295,0000,미네하우스2,전세,28.6300,202608,19,"24,500",0,3,2017,무학로6길 17,202609~202809,신규,-,,,연립다세대
합정,3296,서울특별시 마포구 합정동,438-19,0438,0019,영진르네상스빌,월세,27.7200,202608,19,"2,000",70,4,2011,희우정로 32,202609~202809,신규,-,,,연립다세대
안암,3300,서울특별시 성북구 안암동5가,149-1,0149,0001,TheGoldCity,월세,28.2800,202608,19,"2,000",170,3,2022,개운사2길 9,202610~202712,신규,-,,,연립다세대
역삼,3305,서울특별시 강남구 역삼동,827-72,0827,0072,해오름빌,월세,14.4000,202608,19,500,78,4,2013,강남대로78길 33-3,202609~202709,신규,-,,,연립다세대
성수,3308,서울특별시 성동구 성수동1가,468-4,0468,0004,(468-4),전세,53.5300,202608,19,"28,000",0,2,2007,둘레3길 6-15,202611~202811,신규,-,,,연립다세대
성수,3309,서울특별시 성동구 성수동1가,13-101,0013,0101,(13-101),전세,18.0500,202608,19,"13,700",0,4,2012,상원12길 4,202608~202808,신규,-,,,연립다세대
건대입구,3311,서울특별시 광진구 구의동,43-4,0043,0004,써미트빌,월세,48.0900,202608,19,"34,000",50,3,2017,자양로44나길 16,202610~202810,신규,-,,,연립다세대
건대입구,3312,서울특별시 광진구 구의동,47-25,0047,0025,해바라기빌라,월세,40.5000,202608,19,"17,000",60,2,2002,자양로46길 19,202609~202809,갱신,-,"17,000",40,연립다세대
역삼,3315,서울특별시 강남구 역삼동,648-1,0648,0001,강남IBC오피스텔,월세,22.6400,202608,19,"1,000",102,9,1987,테헤란로7길 8,202609~202709,신규,-,,,연립다세대
신림,3319,서울특별시 관악구 신림동,1450-44,1450,0044,브라운캐슬,전세,42.8300,202608,19,"28,000",0,3,2015,봉천로4길 19,202608~202808,갱신,-,"28,000",0,연립다세대
합정,3337,서울특별시 마포구 합정동,375-22,0375,0022,한올빌라C,전세,33.4600,202608,19,"17,000",0,2,1990,양화진길 15-2,202609~202809,갱신,사용,"17,000",0,연립다세대
건대입구,3344,서울특별시 광진구 화양동,16-56,0016,0056,始皇,월세,17.1600,202608,19,"3,000",50,2,2011,군자로5길 18-14,202608~202808,신규,-,,,연립다세대
건대입구,3345,서울특별시 광진구 화양동,42-31,0042,0031,선우빌,월세,14.0400,202608,19,"10,000",25,5,2012,동일로24길 6,202608~202808,갱신,사용,"10,000",25,연립다세대
합정,3357,서울특별시 마포구 합정동,389-19,0389,0019,미성드림빌,전세,53.2500,202608,19,"32,000",0,4,2003,양화로1길 58,202610~202810,신규,-,,,연립다세대
신림,3362,서울특별시 관악구 신림동,1628-68,1628,0068,T&K신림Ⅴ,월세,56.3800,202608,19,"3,471",36,2,2026,문성로27길 9,202609~202811,신규,-,,,연립다세대
신림,3400,서울특별시 관악구 신림동,1628-68,1628,0068,T&K신림Ⅴ,월세,56.3800,202608,19,"3,506",36,4,2026,문성로27길 9,202609~202811,신규,-,,,연립다세대
신림,3401,서울특별시 관악구 신림동,597-58,0597,0058,브라운캐슬2차(597-58),전세,38.4100,202608,19,"25,000",0,2,2014,난우16길 57,202608~202808,신규,-,,,연립다세대
노원,3424,서울특별시 노원구 공릉동,567-12,0567,0012,파크빌(567-12),월세,11.8900,202608,19,300,40,5,2012,동일로182길 10,202609~202809,신규,-,,,연립다세대
노원,3425,서울특별시 노원구 공릉동,218,0218,0000,퍼즐주택(공릉),월세,35.4800,202608,19,"20,000",45,4,2018,공릉로46가길 29,202608~202808,신규,-,,,연립다세대
상도,3435,서울특별시 동작구 상도동,7-45,0007,0045,이노시티빌,월세,28.8800,202608,19,"4,580",9,4,2021,매봉로2길 16,202609~202808,갱신,-,"2,173",22,연립다세대
상도,3436,서울특별시 동작구 상도동,7-45,0007,0045,이노시티빌,월세,25.5400,202608,19,"3,906",8,2,2021,매봉로2길 16,202609~202808,갱신,-,"1,901",20,연립다세대
상도,3437,서울특별시 동작구 상도동,361-63,0361,0063,(361-63),월세,20.6800,202608,19,"9,950",15,1,2004,상도로15차길 8,202609~202809,신규,-,,,연립다세대
상도,3438,서울특별시 동작구 상도동,301-209,0301,0209,남양빌라(301-209),월세,48.9000,202608,19,"5,000",50,4,1994,국사봉10길 60,202609~202809,신규,-,,,연립다세대
상도,3439,서울특별시 동작구 상도동,301-209,0301,0209,남양빌라(301-209),월세,48.9000,202608,19,"5,000",50,4,1994,국사봉10길 60,202609~202809,신규,-,,,연립다세대
상도,3440,서울특별시 동작구 상도동,299-9,0299,0009,영신빌,월세,54.9900,202608,19,"3,000",100,2,2002,국사봉8길 51,202610~202810,신규,-,,,연립다세대
역삼,3451,서울특별시 강남구 역삼동,782,0782,0000,두산위브파빌리온역삼,월세,47.0710,202608,19,"3,000",350,5,2025,도곡로25길 18,202608~202808,신규,-,,,연립다세대
신림,3469,서울특별시 관악구 신림동,1628-68,1628,0068,T&K신림Ⅴ,월세,58.1400,202608,19,"3,542",37,5,2026,문성로27길 9,202609~202811,신규,-,,,연립다세대
사당,3471,서울특별시 동작구 사당동,1025-15,1025,0015,(1025-15),월세,43.3500,202608,19,"3,575",30,5,2023,동작대로9가길 34,202609~202808,갱신,-,300,48,연립다세대
사당,3472,서울특별시 동작구 사당동,1050-19,1050,0019,사당메이플,전세,29.9800,202608,19,"31,900",0,3,2021,남부순환로259가길 15-4,202608~202808,신규,-,,,연립다세대
사당,3475,서울특별시 동작구 사당동,314-12,0314,0012,스튜디오사당19,월세,25.9800,202608,19,"2,234",23,2,2021,사당로20나길 58-8,202609~202808,갱신,-,"2,234",23,연립다세대
사당,3476,서울특별시 동작구 사당동,419-132,0419,0132,옥스나드,월세,21.6900,202608,19,"1,000",74,3,2019,남부순환로267나길 5,202608~202808,신규,-,,,연립다세대
사당,3477,서울특별시 동작구 사당동,1025-19,1025,0019,감골,월세,42.1200,202608,19,500,50,5,2017,사당로26길 90,202608~202708,신규,-,,,연립다세대
사당,3478,서울특별시 동작구 사당동,446-38,0446,0038,(446-38),전세,30.1400,202608,19,"22,000",0,2,2012,남부순환로257가길 17,202610~202810,신규,-,,,연립다세대
사당,3523,서울특별시 동작구 사당동,233-16,0233,0016,(233-16),월세,51.0000,202608,19,"4,000",60,1,2001,사당로8나길 7,202609~202809,신규,-,,,연립다세대
역삼,3556,서울특별시 강남구 역삼동,774-30,0774,0030,(774-30),월세,29.4400,202608,19,"1,000",92,2,2001,언주로69길 20,202609~202709,신규,-,,,연립다세대
건대입구,3557,서울특별시 광진구 자양동,16-15,0016,0015,플레이스자양2차,월세,29.3500,202608,19,"2,000",150,6,2026,아차산로24길 24-4,202608~202808,신규,-,,,연립다세대
건대입구,3558,서울특별시 광진구 자양동,643-11,0643,0011,한강달빛채,월세,59.3000,202608,19,"30,000",100,3,2019,뚝섬로54길 65,202608~202808,신규,-,,,연립다세대
건대입구,3559,서울특별시 광진구 자양동,643-11,0643,0011,한강달빛채,월세,59.3000,202608,19,"30,000",100,3,2019,뚝섬로54길 65,202608~202808,신규,-,,,연립다세대
길음,3561,서울특별시 성북구 길음동,1192,1192,0000,비전타운,전세,29.2000,202608,19,"13,000",0,3,2011,삼양로9길 19,202609~202809,갱신,사용,"13,000",0,연립다세대
건대입구,3565,서울특별시 광진구 자양동,649-4,0649,0004,정호(649-4),전세,18.5300,202608,19,"12,000",0,3,2003,뚝섬로52나길 38,202609~202809,신규,-,,,연립다세대
회기,3566,서울특별시 동대문구 회기동,77-7,0077,0007,네스트스위트,월세,22.0900,202608,19,100,51,12,2019,이문로 17,202608~202812,신규,-,,,연립다세대
신림,3568,서울특별시 관악구 신림동,1628-68,1628,0068,T&K신림Ⅴ,월세,59.1400,202608,19,"4,078",42,4,2026,문성로27길 9,202609~202811,신규,-,,,연립다세대
건대입구,3591,서울특별시 광진구 자양동,471-5,0471,0005,한양주택,전세,83.0600,202608,19,"28,000",0,1,1998,뚝섬로40길 53,202608~202808,갱신,-,"28,000",0,연립다세대
합정,3596,서울특별시 마포구 합정동,365-3,0365,0003,동남아트빌,전세,77.6600,202608,19,"43,000",0,4,1997,성지1길 32-31,202609~202809,갱신,사용,"41,000",10,연립다세대
신림,3597,서울특별시 관악구 신림동,1615-14,1615,0014,호거다은,월세,58.3800,202608,19,"3,375",35,2,2026,남부순환로168가길 24,202609~202811,신규,-,,,연립다세대
건대입구,3599,서울특별시 광진구 구의동,646-8,0646,0008,(646-8),월세,29.2400,202608,19,"27,500",20,3,2019,자양로23길 63,202609~202809,갱신,-,"24,500",20,연립다세대
신림,3600,서울특별시 관악구 신림동,1615-14,1615,0014,호거다은,월세,59.1200,202608,19,"6,075",63,4,2026,남부순환로168가길 24,202609~202811,신규,-,,,연립다세대
신림,3614,서울특별시 관악구 신림동,1615-14,1615,0014,호거다은,월세,58.7700,202608,19,"5,970",62,4,2026,남부순환로168가길 24,202609~202811,신규,-,,,연립다세대
역삼,3651,서울특별시 강남구 역삼동,781-33,0781,0033,현영가든빌라,전세,79.8600,202608,19,"45,100",0,2,1992,도곡로27길 26,202609~202702,갱신,-,"45,100",0,연립다세대
역삼,3667,서울특별시 강남구 역삼동,703-7,0703,0007,루트원레지던스,월세,16.1300,202608,19,"17,000",16,13,2012,언주로98길 36,202608~202808,신규,-,,,연립다세대
신림,3671,서울특별시 관악구 신림동,598-160,0598,0160,에코리움빌(598-160),월세,60.1800,202608,19,"5,826",60,5,2020,법원단지5길 36,202609~202811,신규,-,,,연립다세대
역삼,3687,서울특별시 강남구 역삼동,660-26,0660,0026,스카이빌,월세,26.8800,202608,18,"1,000",90,1,2001,논현로102길 29-3,202608~202708,신규,-,,,연립다세대
역삼,3688,서울특별시 강남구 역삼동,690-17,0690,0017,서준빌라,월세,38.4100,202608,18,"25,000",35,2,2000,언주로104길 12-10,202610~202810,신규,-,,,연립다세대
역삼,3689,서울특별시 강남구 역삼동,691,0691,0000,IT타워,월세,28.2400,202608,18,"1,000",100,3,2004,봉은사로48길 46,202608~202808,신규,-,,,연립다세대
역삼,3690,서울특별시 강남구 역삼동,783-20,0783,0020,이지빌라트,전세,44.6700,202608,18,"29,000",0,4,2002,도곡로37길 13,202610~202810,신규,-,,,연립다세대
역삼,3691,서울특별시 강남구 역삼동,791-20,0791,0020,피렌체빌,월세,32.5600,202608,18,"1,000",62,2,2002,논현로67길 16,202608~202708,갱신,-,"1,000",59,연립다세대
