동네,시군구,번지,건물명,위도,경도,전월세구분,전용면적(㎡),층,보증금(만원),월세금(만원),건축년도
상도,서울특별시 동작구 상도동,321-3,청운하우스,37.4988159,126.9441045,전세,49.8250,3,"35,800",0,2016
성수,서울특별시 성동구 성수동2가,289-162,대명아트빌,37.54048,127.05601,전세,24.5800,3,"24,500",0,2020
성수,서울특별시 성동구 성수동1가,685-314,보덕다세대,37.5435,127.03742,전세,38.1600,4,"27,000",0,2003
왕십리,서울특별시 성동구 행당동,313-44,설악빌라A동,37.55783,127.03571,전세,55.0100,2,"36,750",0,1998
안암,서울특별시 성북구 안암동2가,160-7,(160-7),37.58616,127.02271,월세,15.4100,4,"1,000",35,2013
길음,서울특별시 성북구 길음동,488-22,뜨란채,37.6085308,127.0201946,월세,13.6600,3,"3,000",47,2014
신림,서울특별시 관악구 신림동,90-41,해오름(90-41),37.486897,126.928177,월세,41.9000,2,"1,000",85,2013
신림,서울특별시 관악구 신림동,1503-2,(1503-2),37.486897,126.928177,월세,61.4700,3,"7,000",50,2002
신림,서울특별시 관악구 신림동,1441-9,세진하이츠빌라,37.486897,126.928177,월세,27.8400,4,"1,000",40,1991
신림,서울특별시 관악구 신림동,458-33,정원빌라(458-33),37.486897,126.928177,전세,35.6400,4,"16,000",0,1991
수유,서울특별시 강북구 수유동,530-105,동아하이츠,37.636597,127.0043825,월세,41.7000,2,"1,000",60,1996
수유,서울특별시 강북구 수유동,558-22,은행빌라(558-22),37.636597,127.0043825,월세,47.1600,5,"2,000",70,2011
수유,서울특별시 강북구 수유동,270-225,삼일씨티빌,37.636597,127.0043825,전세,44.1700,5,"16,300",0,2012
수유,서울특별시 강북구 수유동,9-60,화이트씨앤빌,37.636597,127.0043825,전세,39.5100,5,"17,000",0,2015
수유,서울특별시 강북구 수유동,472-358,아가페하우스,37.636597,127.0043825,월세,16.2200,2,500,57,2017
수유,서울특별시 강북구 수유동,8-136,유니버설디자인하우스수유,37.636597,127.0043825,월세,21.6200,5,"7,200",20,2020
수유,서울특별시 강북구 수유동,291-59,홍원하이빌강북6,37.636597,127.0043825,월세,25.5000,5,"4,079",15,2021
수유,서울특별시 강북구 수유동,472-540,대원하늘채,37.636597,127.0043825,전세,54.2000,4,"30,000",0,2022
신촌,서울특별시 서대문구 대현동,90-42,이대다올노블리움2차(에이동),37.56058,126.94496,월세,13.9800,7,"1,000",80,2018
건대입구,서울특별시 광진구 자양동,611-1,예닮,37.5316905,127.0749477,전세,30.4600,3,"30,000",0,2017
건대입구,서울특별시 광진구 자양동,611-1,예닮,37.5316905,127.0749477,전세,30.4600,3,"30,000",0,2017
건대입구,서울특별시 광진구 자양동,832-7,(832-7),37.5316905,127.0749477,전세,17.7500,2,"12,000",0,2007
건대입구,서울특별시 광진구 자양동,767-3,경일빌라,37.5316905,127.0749477,월세,114.9400,3,"4,000",85,1989
건대입구,서울특별시 광진구 자양동,646-13,주홍아트빌,37.5316905,127.0749477,전세,45.5000,3,"26,250",0,2003
건대입구,서울특별시 광진구 자양동,582-2,송광아트빌라,37.5316905,127.0749477,월세,72.3700,3,"11,000",76,1995
건대입구,서울특별시 광진구 화양동,16-33,(16-33),37.54408,127.06895,월세,68.7400,2,"1,000",61,2002
건대입구,서울특별시 광진구 화양동,45-2,(45-2),37.54408,127.06895,월세,21.0000,3,"1,000",60,2006
홍대,서울특별시 마포구 상수동,326-2,(326-2),37.54743,126.92473,월세,40.0900,2,"2,000",100,2004
건대입구,서울특별시 광진구 자양동,229-10,고은빌라,37.5316905,127.0749477,월세,56.3400,2,"24,500",10,2002
홍대,서울특별시 마포구 서교동,482-30,씨티빌라,37.5550711,126.9238244,월세,51.2100,2,"10,000",40,1995
홍대,서울특별시 마포구 서교동,451-53,인사이트,37.5550711,126.9238244,월세,18.9300,3,500,70,2013
노원,서울특별시 노원구 월계동,411-15,제이앤제이하우스,37.6298479,127.0541062,월세,18.5600,4,"1,000",40,2012
노원,서울특별시 노원구 공릉동,504-17,성우빌라,37.6302152,127.0872902,월세,39.4500,4,"11,600",30,1995
노원,서울특별시 노원구 공릉동,350-97,로뎀하우스,37.6302152,127.0872902,전세,64.7600,3,"7,000",0,2009
노원,서울특별시 노원구 하계동,61-8,리치빌,37.6382503,127.0738302,월세,26.5300,3,"9,000",25,2007
노원,서울특별시 노원구 상계동,101-140,수양빌라,37.66727,127.07242,전세,42.8800,3,"10,000",0,1992
신림,서울특별시 관악구 신림동,1465-1,신사타운빌,37.486897,126.928177,월세,41.0100,2,"30,000",15,2016
신림,서울특별시 관악구 신림동,98-357,천년캐슬(98-357),37.486897,126.928177,월세,22.0500,2,"12,000",40,2017
신림,서울특별시 관악구 신림동,98-357,천년캐슬(98-357),37.486897,126.928177,월세,22.0500,2,"12,000",40,2017
신림,서울특별시 관악구 신림동,1667,운성,37.486897,126.928177,월세,34.6500,5,"24,400",17,2020
신림,서울특별시 관악구 신림동,501-6,(501-6),37.486897,126.928177,월세,26.2800,4,"20,000",20,2022
신림,서울특별시 관악구 신림동,1628-68,T&K신림Ⅴ,37.486897,126.928177,월세,56.3800,5,"3,506",36,2026
합정,서울특별시 마포구 합정동,440-18,대명풀하우스3,37.5477846,126.9095636,전세,12.3200,4,"10,500",0,2013
사당,서울특별시 동작구 사당동,437-39,다경빌(437-39),37.48508,126.9704949,전세,50.9200,3,"36,500",0,2023
사당,서울특별시 동작구 사당동,52-7,라온펠리체,37.48508,126.9704949,월세,44.5100,5,"31,300",45,2021
사당,서울특별시 동작구 사당동,303-90,(303-90),37.48508,126.9704949,전세,29.8950,2,"13,200",0,2007
사당,서울특별시 동작구 사당동,176-40,(176-40),37.48508,126.9704949,전세,41.6400,1,"15,000",0,1989
건대입구,서울특별시 광진구 구의동,225-39,(225-39),37.5444896,127.0874678,전세,66.0500,3,"30,208",0,2005
건대입구,서울특별시 광진구 구의동,225-39,(225-39),37.5444896,127.0874678,전세,66.0500,3,"30,208",0,2005
건대입구,서울특별시 광진구 구의동,252-98,팔라티노,37.5444896,127.0874678,전세,28.5500,5,"30,400",0,2020
건대입구,서울특별시 광진구 구의동,226-19,우림빌라,37.5444896,127.0874678,월세,46.0300,3,"9,000",23,1996
합정,서울특별시 마포구 합정동,91-15,더하우스3차,37.5477846,126.9095636,전세,29.3700,2,"20,000",0,2007
상도,서울특별시 동작구 상도동,356-1,명성주택,37.4988159,126.9441045,전세,26.8400,4,"22,000",0,2016
상도,서울특별시 동작구 상도동,210-103,대흥미소가19차,37.4988159,126.9441045,전세,35.7400,3,"26,500",0,2016
상도,서울특별시 동작구 상도동,256-207,두성쉐르빌(256-207),37.4988159,126.9441045,전세,82.9900,2,"32,000",0,2002
홍대,서울특별시 마포구 동교동,113-41,써니빌비동,37.5571419,126.9261901,월세,36.6100,5,"1,000",75,2002
역삼,서울특별시 강남구 역삼동,648-1,강남IBC오피스텔,37.49988,127.03856,월세,23.0900,9,"1,000",97,1987
역삼,서울특별시 강남구 역삼동,780-21,빌리언빌리지,37.49988,127.03856,전세,65.6900,3,"35,200",0,2002
합정,서울특별시 마포구 합정동,370-30,대명시티파크B동,37.5477846,126.9095636,전세,34.2500,2,"21,800",0,2008
건대입구,서울특별시 광진구 화양동,94-6,(94-6),37.54408,127.06895,월세,12.9200,3,"1,000",61,2013
홍대,서울특별시 마포구 서교동,396-60,동궁나동,37.5550711,126.9238244,월세,60.4900,4,"30,000",30,2002
홍대,서울특별시 마포구 서교동,476-3,미주빌라,37.5550711,126.9238244,전세,49.2000,2,"26,624",0,1991
홍대,서울특별시 마포구 서교동,441-8,그로리아,37.5550711,126.9238244,월세,23.8000,5,"2,000",85,2012
건대입구,서울특별시 광진구 자양동,229-61,예건에버빌,37.5316905,127.0749477,전세,57.7500,2,"45,000",0,2023
건대입구,서울특별시 광진구 자양동,57-90,자양리치빌Ⅳ,37.5316905,127.0749477,전세,28.8400,4,"30,000",0,2021
건대입구,서울특별시 광진구 자양동,52-172,에덴빌6차,37.5316905,127.0749477,전세,26.6100,4,"27,000",0,2017
건대입구,서울특별시 광진구 자양동,553-5,가은빌,37.5316905,127.0749477,월세,18.8000,2,"1,000",69,2015
건대입구,서울특별시 광진구 자양동,845-2,(845-2),37.5316905,127.0749477,월세,23.8900,3,500,54,2015
건대입구,서울특별시 광진구 자양동,770,큰나무빌라트,37.5316905,127.0749477,전세,78.4900,1,"40,000",0,1998
상도,서울특별시 동작구 상도동,335-155,광채빌라,37.4988159,126.9441045,월세,37.5800,3,100,44,2024
상도,서울특별시 동작구 상도동,211-438,구립약수경로당행복주택복합시설,37.4988159,126.9441045,월세,20.3200,4,"4,445",16,2020
상도,서울특별시 동작구 상도동,56-60,56-60,37.4988159,126.9441045,월세,29.1100,-1,"7,000",13,2015
상도,서울특별시 동작구 상도동,256-201,동진빌라,37.4988159,126.9441045,월세,59.5200,1,"5,000",95,1993
건대입구,서울특별시 광진구 자양동,688,뉴현대빌라(688),37.5316905,127.0749477,전세,58.6500,1,"25,525",0,1996
합정,서울특별시 마포구 합정동,426-6,까사펠리체,37.5477846,126.9095636,월세,35.1200,1,"2,000",48,2002
합정,서울특별시 마포구 합정동,426-6,까사펠리체,37.5477846,126.9095636,월세,43.3800,4,"1,000",81,2002
홍대,서울특별시 마포구 동교동,186-34,(186-34),37.5571419,126.9261901,월세,50.4800,2,"2,500",135,1986
사당,서울특별시 동작구 사당동,317-6,행복이가득한집,37.48508,126.9704949,월세,18.7200,4,"11,000",17,2016
사당,서울특별시 동작구 사당동,1035-36,그라시아빌,37.48508,126.9704949,월세,36.5800,2,"20,000",32,2013
사당,서울특별시 동작구 사당동,259-1,문주빌,37.48508,126.9704949,전세,39.2900,4,"27,780",0,2012
건대입구,서울특별시 광진구 구의동,614-11,드림하우젠2,37.5444896,127.0874678,월세,14.8500,3,"14,860",16,2019
건대입구,서울특별시 광진구 구의동,230-17,아리아하우스,37.5444896,127.0874678,월세,27.3300,7,"27,900",6,2016
건대입구,서울특별시 광진구 구의동,221-69,(221-69),37.5444896,127.0874678,월세,60.9800,1,"20,000",30,2003
건대입구,서울특별시 광진구 구의동,221-39,(221-39),37.5444896,127.0874678,월세,33.8400,2,"1,000",70,2003
건대입구,서울특별시 광진구 구의동,26-5,(26-5),37.5444896,127.0874678,전세,85.1300,4,"37,000",0,2002
신림,서울특별시 관악구 신림동,241-62,트리플힐스2,37.486897,126.928177,월세,29.5300,5,"6,500",60,2023
신림,서울특별시 관악구 신림동,1458-3,신림빌딩,37.486897,126.928177,월세,12.1600,5,"1,000",60,2018
신림,서울특별시 관악구 신림동,1465-1,신사타운빌,37.486897,126.928177,월세,41.0100,2,"30,000",15,2016
신림,서울특별시 관악구 신림동,501-29,휴파크,37.486897,126.928177,월세,22.6100,2,"3,000",72,2015
신림,서울특별시 관악구 신림동,412-105,오성빌라,37.486897,126.928177,월세,36.7200,1,"4,000",60,1991
수유,서울특별시 강북구 수유동,252-126,황궁쉐르빌,37.636597,127.0043825,전세,58.0600,4,"18,522",0,2000
수유,서울특별시 강북구 수유동,279-50,(279-50),37.636597,127.0043825,월세,26.1300,3,500,39,1996
수유,서울특별시 강북구 수유동,724-1,한터빌,37.636597,127.0043825,월세,19.4200,4,300,47,2010
수유,서울특별시 강북구 수유동,725-4,신성캐슬,37.636597,127.0043825,월세,38.8000,2,90,90,2018
수유,서울특별시 강북구 수유동,313-6,홍원하이빌강북7,37.636597,127.0043825,월세,19.0800,4,"4,547",5,2021
수유,서울특별시 강북구 수유동,291-59,홍원하이빌강북6,37.636597,127.0043825,월세,25.5000,2,"5,948",6,2021
수유,서울특별시 강북구 수유동,291-59,홍원하이빌강북6,37.636597,127.0043825,월세,24.0000,2,"5,608",6,2021
수유,서울특별시 강북구 수유동,279-67,제이에이치파빌리온3,37.636597,127.0043825,월세,51.7100,5,"1,500",150,2023
역삼,서울특별시 강남구 역삼동,774-30,(774-30),37.49988,127.03856,월세,29.5800,2,"1,000",87,2001
역삼,서울특별시 강남구 역삼동,775-32,주은빌라,37.49988,127.03856,월세,30.6600,2,"1,000",60,2000
역삼,서울특별시 강남구 역삼동,780-19,타임빌라,37.49988,127.03856,월세,32.4000,4,"13,000",35,2000
역삼,서울특별시 강남구 역삼동,698-15,(698-15),37.49988,127.03856,월세,28.0800,2,"14,700",6,2012
역삼,서울특별시 강남구 역삼동,782-2,다원하이빌,37.49988,127.03856,전세,20.7900,4,"27,000",0,2022
역삼,서울특별시 강남구 역삼동,782,두산위브파빌리온역삼,37.49988,127.03856,월세,56.0910,6,"5,000",460,2025
수유,서울특별시 강북구 수유동,130-156,경도빌리지,37.636597,127.0043825,월세,53.0400,2,"13,000",45,2003
수유,서울특별시 강북구 수유동,562-83,동아림,37.636597,127.0043825,전세,15.3000,5,"6,000",0,2014
수유,서울특별시 강북구 수유동,291-201,가온팰리스101,37.636597,127.0043825,전세,52.5750,3,"17,000",0,2016
수유,서울특별시 강북구 수유동,482-21,서현펠리스,37.636597,127.0043825,월세,37.5700,5,500,60,2018
수유,서울특별시 강북구 수유동,391-236,르레브수유,37.636597,127.0043825,월세,57.5200,4,"5,924",61,2026
수유,서울특별시 강북구 수유동,391-236,르레브수유,37.636597,127.0043825,월세,55.1600,3,"3,334",34,2026
왕십리,서울특별시 성동구 홍익동,295,미네하우스2,37.5660138,127.0327281,전세,28.6300,3,"24,500",0,2017
합정,서울특별시 마포구 합정동,438-19,영진르네상스빌,37.5477846,126.9095636,월세,27.7200,4,"2,000",70,2011
안암,서울특별시 성북구 안암동5가,149-1,TheGoldCity,37.5887938,127.0300906,월세,28.2800,3,"2,000",170,2022
역삼,서울특별시 강남구 역삼동,827-72,해오름빌,37.49988,127.03856,월세,14.4000,4,500,78,2013
성수,서울특별시 성동구 성수동1가,468-4,(468-4),37.5435,127.03742,전세,53.5300,2,"28,000",0,2007
성수,서울특별시 성동구 성수동1가,13-101,(13-101),37.5435,127.03742,전세,18.0500,4,"13,700",0,2012
건대입구,서울특별시 광진구 구의동,43-4,써미트빌,37.5444896,127.0874678,월세,48.0900,3,"34,000",50,2017
건대입구,서울특별시 광진구 구의동,47-25,해바라기빌라,37.5444896,127.0874678,월세,40.5000,2,"17,000",60,2002
역삼,서울특별시 강남구 역삼동,648-1,강남IBC오피스텔,37.49988,127.03856,월세,22.6400,9,"1,000",102,1987
신림,서울특별시 관악구 신림동,1450-44,브라운캐슬,37.486897,126.928177,전세,42.8300,3,"28,000",0,2015
합정,서울특별시 마포구 합정동,375-22,한올빌라C,37.5477846,126.9095636,전세,33.4600,2,"17,000",0,1990
건대입구,서울특별시 광진구 화양동,16-56,始皇,37.54408,127.06895,월세,17.1600,2,"3,000",50,2011
건대입구,서울특별시 광진구 화양동,42-31,선우빌,37.54408,127.06895,월세,14.0400,5,"10,000",25,2012
합정,서울특별시 마포구 합정동,389-19,미성드림빌,37.5477846,126.9095636,전세,53.2500,4,"32,000",0,2003
신림,서울특별시 관악구 신림동,1628-68,T&K신림Ⅴ,37.486897,126.928177,월세,56.3800,2,"3,471",36,2026
신림,서울특별시 관악구 신림동,1628-68,T&K신림Ⅴ,37.486897,126.928177,월세,56.3800,4,"3,506",36,2026
신림,서울특별시 관악구 신림동,597-58,브라운캐슬2차(597-58),37.486897,126.928177,전세,38.4100,2,"25,000",0,2014
노원,서울특별시 노원구 공릉동,567-12,파크빌(567-12),37.6302152,127.0872902,월세,11.8900,5,300,40,2012
노원,서울특별시 노원구 공릉동,218,퍼즐주택(공릉),37.6302152,127.0872902,월세,35.4800,4,"20,000",45,2018
상도,서울특별시 동작구 상도동,7-45,이노시티빌,37.4988159,126.9441045,월세,28.8800,4,"4,580",9,2021
상도,서울특별시 동작구 상도동,7-45,이노시티빌,37.4988159,126.9441045,월세,25.5400,2,"3,906",8,2021
상도,서울특별시 동작구 상도동,361-63,(361-63),37.4988159,126.9441045,월세,20.6800,1,"9,950",15,2004
상도,서울특별시 동작구 상도동,301-209,남양빌라(301-209),37.4988159,126.9441045,월세,48.9000,4,"5,000",50,1994
상도,서울특별시 동작구 상도동,301-209,남양빌라(301-209),37.4988159,126.9441045,월세,48.9000,4,"5,000",50,1994
상도,서울특별시 동작구 상도동,299-9,영신빌,37.4988159,126.9441045,월세,54.9900,2,"3,000",100,2002
역삼,서울특별시 강남구 역삼동,782,두산위브파빌리온역삼,37.49988,127.03856,월세,47.0710,5,"3,000",350,2025
신림,서울특별시 관악구 신림동,1628-68,T&K신림Ⅴ,37.486897,126.928177,월세,58.1400,5,"3,542",37,2026
사당,서울특별시 동작구 사당동,1025-15,(1025-15),37.48508,126.9704949,월세,43.3500,5,"3,575",30,2023
사당,서울특별시 동작구 사당동,1050-19,사당메이플,37.48508,126.9704949,전세,29.9800,3,"31,900",0,2021
사당,서울특별시 동작구 사당동,314-12,스튜디오사당19,37.48508,126.9704949,월세,25.9800,2,"2,234",23,2021
사당,서울특별시 동작구 사당동,419-132,옥스나드,37.48508,126.9704949,월세,21.6900,3,"1,000",74,2019
사당,서울특별시 동작구 사당동,1025-19,감골,37.48508,126.9704949,월세,42.1200,5,500,50,2017
사당,서울특별시 동작구 사당동,446-38,(446-38),37.48508,126.9704949,전세,30.1400,2,"22,000",0,2012
사당,서울특별시 동작구 사당동,233-16,(233-16),37.48508,126.9704949,월세,51.0000,1,"4,000",60,2001
역삼,서울특별시 강남구 역삼동,774-30,(774-30),37.49988,127.03856,월세,29.4400,2,"1,000",92,2001
건대입구,서울특별시 광진구 자양동,16-15,플레이스자양2차,37.5316905,127.0749477,월세,29.3500,6,"2,000",150,2026
건대입구,서울특별시 광진구 자양동,643-11,한강달빛채,37.5316905,127.0749477,월세,59.3000,3,"30,000",100,2019
건대입구,서울특별시 광진구 자양동,643-11,한강달빛채,37.5316905,127.0749477,월세,59.3000,3,"30,000",100,2019
길음,서울특별시 성북구 길음동,1192,비전타운,37.6085308,127.0201946,전세,29.2000,3,"13,000",0,2011
건대입구,서울특별시 광진구 자양동,649-4,정호(649-4),37.5316905,127.0749477,전세,18.5300,3,"12,000",0,2003
회기,서울특별시 동대문구 회기동,77-7,네스트스위트,37.59433,127.05178,월세,22.0900,12,100,51,2019
신림,서울특별시 관악구 신림동,1628-68,T&K신림Ⅴ,37.486897,126.928177,월세,59.1400,4,"4,078",42,2026
건대입구,서울특별시 광진구 자양동,471-5,한양주택,37.5316905,127.0749477,전세,83.0600,1,"28,000",0,1998
합정,서울특별시 마포구 합정동,365-3,동남아트빌,37.5477846,126.9095636,전세,77.6600,4,"43,000",0,1997
신림,서울특별시 관악구 신림동,1615-14,호거다은,37.486897,126.928177,월세,58.3800,2,"3,375",35,2026
건대입구,서울특별시 광진구 구의동,646-8,(646-8),37.5444896,127.0874678,월세,29.2400,3,"27,500",20,2019
신림,서울특별시 관악구 신림동,1615-14,호거다은,37.486897,126.928177,월세,59.1200,4,"6,075",63,2026
신림,서울특별시 관악구 신림동,1615-14,호거다은,37.486897,126.928177,월세,58.7700,4,"5,970",62,2026
역삼,서울특별시 강남구 역삼동,781-33,현영가든빌라,37.49988,127.03856,전세,79.8600,2,"45,100",0,1992
역삼,서울특별시 강남구 역삼동,703-7,루트원레지던스,37.49988,127.03856,월세,16.1300,13,"17,000",16,2012
신림,서울특별시 관악구 신림동,598-160,에코리움빌(598-160),37.486897,126.928177,월세,60.1800,5,"5,826",60,2020
역삼,서울특별시 강남구 역삼동,660-26,스카이빌,37.49988,127.03856,월세,26.8800,1,"1,000",90,2001
역삼,서울특별시 강남구 역삼동,690-17,서준빌라,37.49988,127.03856,월세,38.4100,2,"25,000",35,2000
역삼,서울특별시 강남구 역삼동,691,IT타워,37.49988,127.03856,월세,28.2400,3,"1,000",100,2004
역삼,서울특별시 강남구 역삼동,783-20,이지빌라트,37.49988,127.03856,전세,44.6700,4,"29,000",0,2002
역삼,서울특별시 강남구 역삼동,791-20,피렌체빌,37.49988,127.03856,월세,32.5600,2,"1,000",62,2002
역삼,서울특별시 강남구 역삼동,690-36,HAUSTEMC,37.49988,127.03856,전세,24.5400,4,"19,800",0,2010
역삼,서울특별시 강남구 역삼동,656-5,역삼백년빌(656-5),37.49988,127.03856,월세,18.2900,5,200,90,2011
역삼,서울특별시 강남구 역삼동,644-12,역삼동644-12공동주택,37.49988,127.03856,전세,28.9700,3,"26,700",0,2014
역삼,서울특별시 강남구 역삼동,655-14,역삼위너스하임 가동,37.49988,127.03856,월세,26.1900,6,"27,000",40,2017
왕십리,서울특별시 성동구 도선동,188,도선빌,37.56322,127.03311,월세,17.5600,5,"2,000",70,2012
왕십리,서울특별시 성동구 도선동,188,도선빌,37.56322,127.03311,월세,17.5600,5,"2,000",70,2012
건대입구,서울특별시 광진구 구의동,21-8,삼성그린빌라(21-8),37.5444896,127.0874678,전세,73.0100,2,"30,000",0,1996
건대입구,서울특별시 광진구 구의동,223-3,성지빌라,37.5444896,127.0874678,월세,64.4400,1,"22,000",60,1992
건대입구,서울특별시 광진구 구의동,45-5,나경그린빌,37.5444896,127.0874678,월세,50.3000,1,"27,500",15,2012
건대입구,서울특별시 광진구 구의동,616-21,대산파크빌(616-21),37.5444896,127.0874678,전세,50.3400,2,"38,500",0,2015
건대입구,서울특별시 광진구 구의동,638-3,더엘,37.5444896,127.0874678,월세,42.6400,4,"3,438",35,2023
건대입구,서울특별시 광진구 구의동,638-3,더엘,37.5444896,127.0874678,월세,26.7100,5,100,28,2023
건대입구,서울특별시 광진구 자양동,6-5,(6-5),37.5316905,127.0749477,월세,43.7700,3,500,65,2002
건대입구,서울특별시 광진구 자양동,799-3,자양그랑시아2,37.5316905,127.0749477,전세,26.6900,5,"27,000",0,2018
건대입구,서울특별시 광진구 자양동,57-90,자양리치빌Ⅳ,37.5316905,127.0749477,전세,25.7700,3,"28,000",0,2021
건대입구,서울특별시 광진구 화양동,29-25,DM7화양,37.54408,127.06895,월세,14.0800,4,"1,000",95,2025
신설동,서울특별시 동대문구 신설동,45-2,로얄팰리스,37.5760544,127.0246657,전세,47.1700,3,"38,000",0,2018
수유,서울특별시 강북구 수유동,469-11,낙원빌라(469-11),37.636597,127.0043825,전세,45.2400,1,"7,900",0,1991
수유,서울특별시 강북구 수유동,468-223,엔젤하우스3차,37.636597,127.0043825,월세,44.6000,4,"3,000",53,2008
수유,서울특별시 강북구 수유동,469-250,창용아트빌,37.636597,127.0043825,월세,31.5600,2,"10,500",10,2008
수유,서울특별시 강북구 수유동,252-53,하이디파크,37.636597,127.0043825,전세,55.2300,2,"19,500",0,2016
수유,서울특별시 강북구 수유동,698-8,The이도,37.636597,127.0043825,전세,52.4400,2,"21,500",0,2016
수유,서울특별시 강북구 수유동,313-6,홍원하이빌강북7,37.636597,127.0043825,월세,26.4000,5,"3,774",4,2021
수유,서울특별시 강북구 수유동,291-59,홍원하이빌강북6,37.636597,127.0043825,월세,25.5000,5,"4,171",7,2021
수유,서울특별시 강북구 수유동,291-59,홍원하이빌강북6,37.636597,127.0043825,월세,21.4000,3,"3,228",15,2021
수유,서울특별시 강북구 수유동,1-12,(1-12),37.636597,127.0043825,월세,20.0000,2,"1,000",70,2023
수유,서울특별시 강북구 수유동,486-2,삼흥연립,37.636597,127.0043825,월세,84.0000,1,"1,000",50,1984
노원,서울특별시 노원구 상계동,1008-49,우진빌라,37.66727,127.07242,월세,57.4200,-1,"1,500",55,1995
노원,서울특별시 노원구 상계동,404-17,(404-17),37.66727,127.07242,월세,15.8500,2,500,40,2014
신촌,서울특별시 서대문구 창천동,70-26,(70-26),37.5587663,126.9342407,월세,89.4000,3,"1,000",62,2004
신촌,서울특별시 서대문구 창천동,129,언제나미소,37.5587663,126.9342407,월세,68.5100,2,500,62,2009
합정,서울특별시 마포구 합정동,448-13,무지개빌라(448-13),37.5477846,126.9095636,전세,28.1400,2,"18,000",0,1993
상도,서울특별시 동작구 상도동,244-257,예일에버빌,37.4988159,126.9441045,전세,67.1300,2,"19,290",0,2003
상도,서울특별시 동작구 상도동,17-57,금광휴먼씨티,37.4988159,126.9441045,월세,14.2800,4,500,52,2011
상도,서울특별시 동작구 상도동,256-52,금강그린빌(256-52),37.4988159,126.9441045,월세,72.2700,3,"21,000",60,2002
사당,서울특별시 동작구 사당동,230-30,(230-30),37.48508,126.9704949,전세,69.9600,4,"30,000",0,2002
사당,서울특별시 동작구 사당동,303-33,삼호빌라(303-33),37.48508,126.9704949,전세,52.8900,1,"24,000",0,1989
신림,서울특별시 관악구 신림동,491-14,성신빌라,37.486897,126.928177,월세,54.2200,-1,"6,000",45,1991
신림,서울특별시 관악구 신림동,532-28,율촌,37.486897,126.928177,월세,60.2700,1,"1,000",105,1980
신림,서울특별시 관악구 신림동,10-519,신안빌라B,37.486897,126.928177,전세,70.5600,2,"20,000",0,1991
신림,서울특별시 관악구 신림동,1430-30,코코하우스,37.486897,126.928177,월세,29.4300,5,"19,000",20,2012
신림,서울특별시 관악구 신림동,1661-14,은석하우스,37.486897,126.928177,월세,49.0000,2,"2,000",60,2015
신림,서울특별시 관악구 신림동,1667-33,성경,37.486897,126.928177,월세,22.4400,4,"3,000",60,2014
건대입구,서울특별시 광진구 화양동,2-29,화양동2-29,37.54408,127.06895,월세,46.7400,5,100,67,2025
건대입구,서울특별시 광진구 화양동,23-37,까사펠리즈화양,37.54408,127.06895,월세,26.8900,10,500,220,2025
사당,서울특별시 동작구 사당동,202-3,(202-3),37.48508,126.9704949,전세,46.7700,3,"25,500",0,2002
사당,서울특별시 동작구 사당동,316-174,(316-174),37.48508,126.9704949,월세,25.9200,4,"3,000",60,2012
수유,서울특별시 강북구 수유동,291-108,은행빌라(291-108),37.636597,127.0043825,월세,54.0100,5,0,100,2015
성수,서울특별시 성동구 성수동1가,374-1,상록연립,37.5435,127.03742,월세,60.9300,1,"3,000",80,1978
성수,서울특별시 성동구 성수동1가,160-1,동현빌라,37.5435,127.03742,월세,24.5900,3,"1,500",80,2006
건대입구,서울특별시 광진구 화양동,12-24,(12-24),37.54408,127.06895,월세,18.8700,2,"1,000",52,2011
신촌,서울특별시 서대문구 창천동,68-51,티파니,37.5587663,126.9342407,월세,18.3700,3,200,70,2013
안암,서울특별시 성북구 안암동5가,9-16,탑하우스,37.5887938,127.0300906,전세,17.1200,2,"9,500",0,2011
역삼,서울특별시 강남구 역삼동,633-27,국기원빌라,37.49988,127.03856,월세,169.0200,1,"1,000",150,1992
역삼,서울특별시 강남구 역삼동,695-21,뉴현대빌라,37.49988,127.03856,전세,53.7200,4,"38,000",0,1997
신림,서울특별시 관악구 신림동,1626-1,소산하이츠맨션,37.486897,126.928177,월세,39.5300,2,"12,000",30,1995
신림,서울특별시 관악구 신림동,661-46,푸름네이쳐빌(661-46),37.486897,126.928177,전세,28.1300,4,"15,000",0,2016
신림,서울특별시 관악구 신림동,631-31,한신위너스,37.486897,126.928177,월세,29.7300,3,"24,900",30,2022
건대입구,서울특별시 광진구 구의동,254-42,뉴현대빌라(254-42),37.5444896,127.0874678,전세,49.9200,3,"25,000",0,1995
건대입구,서울특별시 광진구 구의동,257-28,채움하우스(257-28),37.5444896,127.0874678,월세,25.6200,3,"14,000",23,2018
건대입구,서울특별시 광진구 구의동,69-11,69-11,37.5444896,127.0874678,전세,59.5700,3,"40,000",0,2022
건대입구,서울특별시 광진구 자양동,669-10,(669-10),37.5316905,127.0749477,월세,71.8800,2,"30,000",25,2004
건대입구,서울특별시 광진구 자양동,611-36,어반캐슬(611-36),37.5316905,127.0749477,전세,39.2300,2,"26,000",0,2016
건대입구,서울특별시 광진구 자양동,611-36,어반캐슬(611-36),37.5316905,127.0749477,전세,39.2300,2,"26,000",0,2016
건대입구,서울특별시 광진구 자양동,588-11,뚝섬리버빌3차,37.5316905,127.0749477,전세,28.3300,2,"29,050",0,2019
