동네,시군구,번지,건물명,위도,경도,전월세구분,전용면적(㎡),층,보증금(만원),월세금(만원),건축년도
건대입구,서울특별시 광진구 구의동,596-11,힐카운티11,37.5444896,127.0874678,월세,26.5500,6,"25,000",10,2017
신촌,서울특별시 서대문구 창천동,369,아트빌리지2,37.5587663,126.9342407,월세,19.0800,2,"1,000",75,2012
합정,서울특별시 마포구 합정동,429-54,이에스에듀포레,37.5477846,126.9095636,전세,32.6500,5,"39,000",0,2022
합정,서울특별시 마포구 합정동,439-1,삼환빌라맨션,37.5477846,126.9095636,전세,81.9200,1,"40,000",0,1983
건대입구,서울특별시 광진구 자양동,687-23,태영빌라,37.5316905,127.0749477,월세,32.0100,5,"10,000",47,2007
건대입구,서울특별시 광진구 자양동,683-19,강변리치빌,37.5316905,127.0749477,월세,66.4800,3,"25,000",40,2009
건대입구,서울특별시 광진구 자양동,643-3,리시안,37.5316905,127.0749477,전세,21.2800,5,"18,000",0,2016
건대입구,서울특별시 광진구 자양동,624,향기빌리지,37.5316905,127.0749477,전세,29.0400,2,"28,000",0,2019
건대입구,서울특별시 광진구 자양동,58-5,리베르떼자양,37.5316905,127.0749477,전세,29.9700,2,"28,000",0,2020
건대입구,서울특별시 광진구 자양동,16-39,(16-39),37.5316905,127.0749477,전세,20.9800,4,"30,000",0,2026
청량리,서울특별시 동대문구 청량리동,19-8,선향빌라,37.5882073,127.0462518,월세,92.2600,2,"1,500",53,2004
사당,서울특별시 동작구 사당동,235-63,엠펠리스,37.48508,126.9704949,월세,52.1300,2,"10,000",120,2020
사당,서울특별시 동작구 사당동,1038-4,세왕맨션,37.48508,126.9704949,전세,72.2000,3,"1,000",0,2000
사당,서울특별시 동작구 사당동,427-28,선일아트빌라,37.48508,126.9704949,전세,58.0500,1,"29,000",0,1991
사당,서울특별시 동작구 사당동,316-86,진영아트빌,37.48508,126.9704949,전세,55.2100,-1,"25,000",0,2002
사당,서울특별시 동작구 사당동,278,진영아트빌나동,37.48508,126.9704949,월세,63.1000,3,"1,000",100,2003
신림,서울특별시 관악구 신림동,533-14,J헤븐빌,37.486897,126.928177,월세,12.0700,2,"1,000",52,2015
신림,서울특별시 관악구 신림동,547-22,엘시티,37.486897,126.928177,월세,19.2000,3,"2,000",75,2013
신림,서울특별시 관악구 신림동,98-361,동신2차,37.486897,126.928177,월세,46.5300,3,500,45,1991
신림,서울특별시 관악구 신림동,92-200,제일빌라(92-200),37.486897,126.928177,전세,30.9200,1,"11,000",0,1991
홍대,서울특별시 마포구 서교동,449-21,동궁빌라,37.5550711,126.9238244,월세,30.3100,4,"18,000",40,2012
건대입구,서울특별시 광진구 구의동,60-67,60-67,37.5444896,127.0874678,월세,29.9900,3,"10,000",85,2016
상도,서울특별시 동작구 상도동,17-59,용선아트빌,37.4988159,126.9441045,월세,19.3600,4,"1,000",65,2013
신림,서울특별시 관악구 신림동,10-357,(10-357),37.486897,126.928177,월세,49.3000,3,32,193,1991
상도,서울특별시 동작구 상도동,259-61,푸른숲하우스,37.4988159,126.9441045,월세,29.8400,4,"13,500",32,2015
상도,서울특별시 동작구 상도동,202-180,이에스하임6차,37.4988159,126.9441045,전세,27.6000,3,"25,000",0,2017
상도,서울특별시 동작구 상도동,244-29,다인캐슬2차,37.4988159,126.9441045,전세,36.7800,6,"47,700",0,2019
청량리,서울특별시 동대문구 청량리동,205-759,삼호빌,37.5882073,127.0462518,전세,69.0300,4,"27,000",0,2012
건대입구,서울특별시 광진구 구의동,78-48,구의동연리지,37.5444896,127.0874678,월세,35.5900,5,"12,000",50,2016
건대입구,서울특별시 광진구 자양동,225-26,금강아트빌라,37.5316905,127.0749477,전세,66.7100,1,"36,700",0,1998
건대입구,서울특별시 광진구 자양동,609-4,(609-4),37.5316905,127.0749477,월세,21.9000,5,"1,000",57,2016
건대입구,서울특별시 광진구 자양동,16-15,플레이스자양2차,37.5316905,127.0749477,월세,25.8200,3,500,135,2026
신림,서울특별시 관악구 신림동,10-584,(10-584),37.486897,126.928177,월세,91.0500,3,"1,000",63,2006
신림,서울특별시 관악구 신림동,598-108,성화주택다,37.486897,126.928177,전세,52.3800,-1,"9,700",0,1993
역삼,서울특별시 강남구 역삼동,658,(658),37.49988,127.03856,월세,77.1500,3,"15,000",162,2002
역삼,서울특별시 강남구 역삼동,766-1,ACROSVILL,37.49988,127.03856,전세,60.7400,1,"15,000",0,2002
역삼,서울특별시 강남구 역삼동,781-24,(781-24),37.49988,127.03856,월세,28.4500,1,"2,000",56,2003
역삼,서울특별시 강남구 역삼동,794-14,원형빌라,37.49988,127.03856,전세,82.1100,3,"55,000",0,1990
성수,서울특별시 성동구 성수동2가,321-58,하나빌리지,37.54048,127.05601,전세,29.5700,4,"24,500",0,2012
성수,서울특별시 성동구 성수동2가,289-80,성수하이츠빌(289-80),37.54048,127.05601,전세,71.5800,4,"54,000",0,2002
왕십리,서울특별시 성동구 행당동,1-76,태성,37.55783,127.03571,월세,21.2400,3,"1,000",70,2003
신촌,서울특별시 서대문구 창천동,406,(406-0),37.5587663,126.9342407,월세,14.7500,2,"1,000",60,2013
노원,서울특별시 노원구 공릉동,401-6,해오름.F,37.6302152,127.0872902,월세,12.9600,4,"2,000",37,2013
역삼,서울특별시 강남구 역삼동,695-12,역삼아르떼,37.49988,127.03856,전세,29.9700,4,"46,000",0,2020
건대입구,서울특별시 광진구 구의동,208-61,(208-61),37.5444896,127.0874678,전세,41.0900,3,"25,000",0,2003
역삼,서울특별시 강남구 역삼동,745-35,다올2차,37.49988,127.03856,전세,29.9000,6,"36,000",0,2019
역삼,서울특별시 강남구 역삼동,728-51,다올하우스,37.49988,127.03856,전세,29.0300,4,"32,550",0,2018
역삼,서울특별시 강남구 역삼동,752-13,일성,37.49988,127.03856,월세,16.2600,3,"1,000",75,2011
건대입구,서울특별시 광진구 구의동,69-1,제이캐슬,37.5444896,127.0874678,월세,41.8500,5,"35,500",49,2020
역삼,서울특별시 강남구 역삼동,792-24,(792-24),37.49988,127.03856,월세,47.3600,4,"15,000",11,2002
신림,서울특별시 관악구 신림동,1741,풍원하임빌,37.486897,126.928177,월세,31.0250,5,"24,000",26,2018
건대입구,서울특별시 광진구 구의동,47-28,일성파크빌라,37.5444896,127.0874678,전세,61.3900,1,"22,000",0,1991
회기,서울특별시 동대문구 회기동,16-36,(16-36),37.59433,127.05178,월세,12.2850,4,"1,000",52,2013
회기,서울특별시 동대문구 회기동,16-36,(16-36),37.59433,127.05178,월세,12.2850,4,"1,000",52,2013
상도,서울특별시 동작구 상도동,356-110,금산빌,37.4988159,126.9441045,월세,29.8000,2,"3,000",110,2016
상도,서울특별시 동작구 상도동,211-440,211-440,37.4988159,126.9441045,월세,29.5300,3,"20,530",25,2016
상도,서울특별시 동작구 상도동,242-92,해피하우스(242-92),37.4988159,126.9441045,월세,14.0100,4,500,49,2013
상도,서울특별시 동작구 상도동,17-59,용선아트빌,37.4988159,126.9441045,월세,19.3600,5,"1,000",65,2013
사당,서울특별시 동작구 사당동,142-38,솔라빌,37.48508,126.9704949,전세,28.4700,3,"31,000",0,2025
사당,서울특별시 동작구 사당동,1049-18,디에스타운6차,37.48508,126.9704949,전세,43.2100,5,"40,000",0,2021
사당,서울특별시 동작구 사당동,217-15,자가자찬,37.48508,126.9704949,전세,29.0200,3,"24,000",0,2018
사당,서울특별시 동작구 사당동,1035-16,천금하우스,37.48508,126.9704949,월세,12.9500,2,"1,000",33,2018
합정,서울특별시 마포구 합정동,453-11,이에스한강포레A,37.5477846,126.9095636,전세,26.7600,5,"26,250",0,2024
사당,서울특별시 동작구 사당동,1048-41,에덴-3,37.48508,126.9704949,전세,39.6000,4,"30,000",0,2017
건대입구,서울특별시 광진구 구의동,241-82,세종아트빌,37.5444896,127.0874678,전세,54.6100,5,"31,500",0,2002
합정,서울특별시 마포구 합정동,453-11,이에스한강포레A,37.5477846,126.9095636,전세,26.7600,5,"26,250",0,2024
건대입구,서울특별시 광진구 구의동,591-22,강변리버빌,37.5444896,127.0874678,월세,29.0300,2,"23,000",20,2016
건대입구,서울특별시 광진구 자양동,197-12,미산빌17차,37.5316905,127.0749477,전세,29.6400,2,"30,000",0,2022
건대입구,서울특별시 광진구 자양동,52-200,랜드마크,37.5316905,127.0749477,전세,30.0100,2,"27,000",0,2016
건대입구,서울특별시 광진구 자양동,197-7,(197-7),37.5316905,127.0749477,전세,29.6100,3,"20,900",0,2016
건대입구,서울특별시 광진구 자양동,647-33,(647-33),37.5316905,127.0749477,전세,43.2900,3,"25,350",0,2014
건대입구,서울특별시 광진구 자양동,4-4,(4-4),37.5316905,127.0749477,월세,16.7050,2,500,63,2013
건대입구,서울특별시 광진구 자양동,857,도시엔,37.5316905,127.0749477,월세,13.3800,5,"1,000",67,2011
건대입구,서울특별시 광진구 자양동,598-20,598-20,37.5316905,127.0749477,전세,30.4200,3,"18,900",0,2008
건대입구,서울특별시 광진구 자양동,589-19,부광아트빌라,37.5316905,127.0749477,월세,34.7400,2,"15,000",45,1990
건대입구,서울특별시 광진구 자양동,226-13,로얄하이츠(빌라),37.5316905,127.0749477,월세,53.9600,1,"15,000",75,2001
청량리,서울특별시 동대문구 청량리동,46-18,가단빌라,37.5882073,127.0462518,전세,52.9800,4,"24,000",0,2002
건대입구,서울특별시 광진구 화양동,17-53,IRIS,37.54408,127.06895,전세,17.1000,3,"12,600",0,2012
신촌,서울특별시 서대문구 창천동,4-101,(4-101),37.5587663,126.9342407,월세,12.4700,3,500,80,2011
상도,서울특별시 동작구 상도동,299-168,리치빌(299-168),37.4988159,126.9441045,월세,19.4500,3,"9,000",33,2012
신촌,서울특별시 서대문구 창천동,413,골든타운,37.5587663,126.9342407,월세,45.0600,3,"1,000",155,2016
상도,서울특별시 동작구 상도동,283-104,동양맨션2차,37.4988159,126.9441045,월세,75.6600,-1,"3,000",55,2002
수유,서울특별시 강북구 수유동,569-39,송정지가A,37.636597,127.0043825,전세,29.7600,3,"20,600",0,2021
홍대,서울특별시 마포구 서교동,342-7,MONAD,37.5550711,126.9238244,월세,24.0800,2,"2,100",55,2002
상도,서울특별시 동작구 상도동,279-586,대성하이빌라B동,37.4988159,126.9441045,월세,41.1600,2,"17,000",30,1991
상도,서울특별시 동작구 상도동,244-76,보성하이츠빌라,37.4988159,126.9441045,월세,42.5400,2,"12,000",27,1990
신림,서울특별시 관악구 신림동,1475-23,미성엘리트,37.486897,126.928177,월세,15.6400,5,"3,000",33,2013
신림,서울특별시 관악구 신림동,1481-18,성창빌라,37.486897,126.928177,전세,47.6500,2,"17,500",0,1991
신림,서울특별시 관악구 신림동,610-36,우주빌라,37.486897,126.928177,월세,39.3600,2,"14,000",15,1990
성수,서울특별시 성동구 성수동2가,321-61,321-61,37.54048,127.05601,전세,25.8800,2,"25,400",0,2017
신림,서울특별시 관악구 신림동,102-47,(102-47),37.486897,126.928177,월세,36.5100,2,"10,000",25,1986
홍대,서울특별시 마포구 상수동,354-6,아름다운공간,37.54743,126.92473,전세,27.6900,4,"24,800",0,2017
신림,서울특별시 관악구 신림동,87-32,(87-32),37.486897,126.928177,월세,37.8900,2,"14,200",45,2002
신림,서울특별시 관악구 신림동,1430-2,한일하이빌,37.486897,126.928177,월세,24.6600,7,"1,000",30,2013
신림,서울특별시 관악구 신림동,1680-7,한나래(1680-7),37.486897,126.928177,월세,29.7800,5,"2,000",105,2017
신림,서울특별시 관악구 신림동,10-426,동문타운B,37.486897,126.928177,월세,38.3700,3,"10,000",33,1995
건대입구,서울특별시 광진구 구의동,208-61,(208-61),37.5444896,127.0874678,전세,41.0900,3,"25,000",0,2003
사당,서울특별시 동작구 사당동,180-32,대림,37.48508,126.9704949,월세,35.8200,2,"12,000",20,1990
사당,서울특별시 동작구 사당동,243,남성,37.48508,126.9704949,월세,41.8200,4,"15,000",15,1997
사당,서울특별시 동작구 사당동,440-9,한아름맨션(440-9),37.48508,126.9704949,전세,49.5500,4,"30,000",0,2001
신림,서울특별시 관악구 신림동,547-22,엘시티,37.486897,126.928177,월세,13.0200,4,"10,000",15,2013
신림,서울특별시 관악구 신림동,570-24,행복타운,37.486897,126.928177,월세,74.6000,5,"3,000",130,2008
신림,서울특별시 관악구 신림동,610-232,수정2차,37.486897,126.928177,전세,36.3000,1,"10,700",0,1993
신림,서울특별시 관악구 신림동,408-17,(408-17),37.486897,126.928177,월세,43.5800,3,"13,000",45,2002
건대입구,서울특별시 광진구 화양동,33-5,(33-5),37.54408,127.06895,월세,29.8900,3,"1,000",130,2020
신촌,서울특별시 서대문구 창천동,112-23,ATELIERMOKEN,37.5587663,126.9342407,월세,17.4310,8,500,162,2021
건대입구,서울특별시 광진구 자양동,57-105,드림리버뷰,37.5316905,127.0749477,월세,22.6500,4,"10,000",45,2019
신촌,서울특별시 서대문구 창천동,62-18,(62-18),37.5587663,126.9342407,월세,12.1400,5,"2,000",58,2011
신촌,서울특별시 서대문구 창천동,412,무지개타운,37.5587663,126.9342407,월세,70.8600,4,"1,000",150,2003
홍대,서울특별시 마포구 서교동,469-69,서교주택,37.5550711,126.9238244,월세,39.9600,-1,"2,000",150,1993
역삼,서울특별시 강남구 역삼동,690-40,아이힐,37.49988,127.03856,전세,28.7100,5,"29,000",0,2016
역삼,서울특별시 강남구 역삼동,796-1,리치웰빌라트3차,37.49988,127.03856,월세,26.5700,4,"20,000",40,2019
역삼,서울특별시 강남구 역삼동,704-14,한스빌라,37.49988,127.03856,월세,117.6400,3,"20,000",290,1994
홍대,서울특별시 마포구 상수동,93-62,(93-62),37.54743,126.92473,월세,38.1400,3,"5,000",53,2002
홍대,서울특별시 마포구 서교동,473-53,레이크빌,37.5550711,126.9238244,월세,27.7200,-1,"1,000",41,2001
합정,서울특별시 마포구 합정동,457-29,동서빌라가동,37.5477846,126.9095636,월세,54.2800,3,"28,000",13,1992
노원,서울특별시 노원구 중계동,168-9,한신월드타운(168-9),37.6509815,127.0810259,전세,59.9900,2,"21,000",0,2011
노원,서울특별시 노원구 상계동,349-15,(349-15),37.66727,127.07242,전세,28.8400,2,"13,000",0,2014
수유,서울특별시 강북구 수유동,440-25,서림맨션,37.636597,127.0043825,월세,29.7250,2,"2,000",70,2015
신촌,서울특별시 서대문구 대현동,90-41,(90-41),37.56058,126.94496,월세,14.0400,8,"3,000",55,2015
홍대,서울특별시 마포구 동교동,153-6,동교빌라,37.5571419,126.9261901,전세,90.9000,2,"34,000",0,1983
홍대,서울특별시 마포구 동교동,204-24,에이스빌,37.5571419,126.9261901,월세,14.7200,3,500,59,2011
안암,서울특별시 성북구 안암동1가,10-1,(10-1),37.58774,127.02097,월세,12.8500,2,"3,000",40,2013
성수,서울특별시 성동구 성수동1가,656-1080,베스트하우스,37.5435,127.03742,월세,28.4250,2,"3,000",98,2017
성수,서울특별시 성동구 성수동2가,299-105,(299-105),37.54048,127.05601,전세,21.6800,6,"20,000",0,2016
상도,서울특별시 동작구 상도동,244-221,미도빌라(244-221),37.4988159,126.9441045,월세,38.1600,1,"13,000",3,1986
상도,서울특별시 동작구 상도동,244-353,인성주택다동,37.4988159,126.9441045,전세,29.7000,-1,"13,000",0,1986
상도,서울특별시 동작구 상도동,210-195,모건쉐르빌,37.4988159,126.9441045,월세,29.3400,4,"18,000",20,2012
상도,서울특별시 동작구 상도동,203-20,더그린3차,37.4988159,126.9441045,월세,34.7200,4,"20,000",20,2013
상도,서울특별시 동작구 상도동,496-18,무경하우스,37.4988159,126.9441045,월세,12.4900,4,"3,000",50,2016
건대입구,서울특별시 광진구 자양동,512-7,자양빌라(512-7),37.5316905,127.0749477,월세,41.1200,-1,"1,000",60,1988
노원,서울특별시 노원구 월계동,465-16,(465-16),37.6298479,127.0541062,월세,29.1300,5,500,30,2012
노원,서울특별시 노원구 상계동,188-10,피스플하우스B동,37.66727,127.07242,전세,37.1400,2,"21,000",0,2018
노원,서울특별시 노원구 상계동,1053,시온빌라트,37.66727,127.07242,전세,59.7100,4,"32,277",0,2021
안암,서울특별시 성북구 안암동5가,103-25,대륜빌딩,37.5887938,127.0300906,월세,14.0000,5,"1,000",65,2019
안암,서울특별시 성북구 안암동5가,41-35,(41-35),37.5887938,127.0300906,월세,24.6000,1,"1,000",93,1992
왕십리,서울특별시 성동구 도선동,414,에버빌,37.56322,127.03311,월세,21.9500,5,"2,000",105,2019
합정,서울특별시 마포구 합정동,395-9,람세스텔,37.5477846,126.9095636,월세,12.4300,3,"2,000",55,2013
합정,서울특별시 마포구 합정동,433-27,합정쉐르빌,37.5477846,126.9095636,전세,20.1600,1,"14,000",0,2008
공덕,서울특별시 마포구 공덕동,111-201,벨로하우스공덕,37.549927,126.9592897,전세,28.3800,11,"32,700",0,2019
건대입구,서울특별시 광진구 화양동,2-22,비다펠리즈,37.54408,127.06895,월세,15.2000,9,"3,000",81,2021
성수,서울특별시 성동구 성수동1가,656-1804,영동주택4동,37.5435,127.03742,전세,36.6600,1,"25,000",0,1990
건대입구,서울특별시 광진구 화양동,2-22,비다펠리즈,37.54408,127.06895,월세,15.2000,9,"3,000",81,2021
합정,서울특별시 마포구 합정동,391-2,고려빌라트,37.5477846,126.9095636,월세,126.6100,2,79,79,1992
건대입구,서울특별시 광진구 구의동,21-5,SK빌리지(21-5),37.5444896,127.0874678,전세,72.7200,3,"30,000",0,2002
건대입구,서울특별시 광진구 구의동,257-38,하임빌라,37.5444896,127.0874678,월세,54.5100,1,"22,000",20,1996
상도,서울특별시 동작구 상도동,299-50,(299-50),37.4988159,126.9441045,전세,41.2200,1,"19,950",0,1998
상도,서울특별시 동작구 상도동,17-56,위너스힐,37.4988159,126.9441045,월세,20.6500,5,"6,000",52,2011
상도,서울특별시 동작구 상도동,256-180,맨하탄하우징(256-180),37.4988159,126.9441045,월세,59.7000,5,"2,000",126,2019
건대입구,서울특별시 광진구 구의동,226-2,KS홈타운,37.5444896,127.0874678,월세,46.6600,5,"35,900",10,2016
건대입구,서울특별시 광진구 구의동,226-2,KS홈타운,37.5444896,127.0874678,월세,46.6600,5,"33,300",22,2016
건대입구,서울특별시 광진구 구의동,66-34,66-34,37.5444896,127.0874678,월세,48.5600,4,"40,000",10,2020
역삼,서울특별시 강남구 역삼동,782-2,다원하이빌,37.49988,127.03856,전세,34.0600,5,"35,700",0,2022
역삼,서울특별시 강남구 역삼동,648-1,강남IBC오피스텔,37.49988,127.03856,월세,21.1200,13,"1,000",92,1987
역삼,서울특별시 강남구 역삼동,792-7,마이플레이스,37.49988,127.03856,전세,27.8200,4,"32,000",0,2018
역삼,서울특별시 강남구 역삼동,724-47,쥴리엣,37.49988,127.03856,월세,23.9700,4,300,90,2002
신림,서울특별시 관악구 신림동,533-14,J헤븐빌,37.486897,126.928177,월세,24.1400,4,"1,000",50,2015
신림,서울특별시 관악구 신림동,1488-18,메트로타운8차,37.486897,126.928177,월세,40.8200,2,"24,000",45,2017
회기,서울특별시 동대문구 회기동,3-140,민족통일MJ캠퍼스경희대3차,37.59433,127.05178,월세,35.1000,4,"2,000",140,2023
신림,서울특별시 관악구 신림동,510-20,T&K신림Ⅲ,37.486897,126.928177,월세,38.8900,2,"5,685",19,2023
신림,서울특별시 관악구 신림동,510-20,T&K신림Ⅲ,37.486897,126.928177,월세,37.9000,2,"3,923",28,2023
수유,서울특별시 강북구 수유동,170-3,은진스톤하우스26차,37.636597,127.0043825,월세,53.6100,1,"12,500",28,2001
수유,서울특별시 강북구 수유동,486-783,우광타운(17),37.636597,127.0043825,월세,30.5800,2,"8,000",20,1989
수유,서울특별시 강북구 수유동,535-6,"동인주택(가,나)",37.636597,127.0043825,전세,50.2800,1,"11,000",0,1987
수유,서울특별시 강북구 수유동,553-70,대도맨션B동,37.636597,127.0043825,전세,59.4000,1,"13,900",0,2001
수유,서울특별시 강북구 수유동,698-8,The이도,37.636597,127.0043825,월세,52.4400,4,"21,500",10,2016
건대입구,서울특별시 광진구 자양동,227-97,월튼파크뷰3차,37.5316905,127.0749477,전세,28.6600,7,"30,000",0,2018
건대입구,서울특별시 광진구 자양동,512-7,자양빌라(512-7),37.5316905,127.0749477,월세,41.1200,-1,"1,000",60,1988
합정,서울특별시 마포구 합정동,453-11,이에스한강포레A,37.5477846,126.9095636,전세,29.5900,2,"31,500",0,2024
사당,서울특별시 동작구 사당동,176-38,대창빌라5동,37.48508,126.9704949,전세,40.4100,2,"16,000",0,1988
공덕,서울특별시 마포구 신공덕동,2-304,공덕파크뷰,37.5447,126.95606,전세,28.8200,6,"28,900",0,2021
상도,서울특별시 동작구 상도동,7-45,이노시티빌,37.4988159,126.9441045,월세,25.5400,5,"3,754",8,2021
수유,서울특별시 강북구 수유동,313-6,홍원하이빌강북7,37.636597,127.0043825,월세,27.0300,5,"1,020",29,2021
수유,서울특별시 강북구 수유동,313-6,홍원하이빌강북7,37.636597,127.0043825,월세,26.4000,4,"1,127",30,2021
수유,서울특별시 강북구 수유동,535-211,동진별장빌라,37.636597,127.0043825,전세,46.4400,2,"12,000",0,1986
수유,서울특별시 강북구 수유동,291-59,홍원하이빌강북6,37.636597,127.0043825,월세,21.4000,2,"1,035",23,2021
사당,서울특별시 동작구 사당동,1050-15,어반팰리스사당,37.48508,126.9704949,전세,29.3500,1,"32,000",0,2024
사당,서울특별시 동작구 사당동,232,(232-0),37.48508,126.9704949,전세,50.7100,2,"23,000",0,2010
역삼,서울특별시 강남구 역삼동,752-19,752-19,37.49988,127.03856,전세,26.9400,3,"15,000",0,1990
역삼,서울특별시 강남구 역삼동,766-10,풍성애뜨란,37.49988,127.03856,전세,25.6900,4,"36,700",0,2018
역삼,서울특별시 강남구 역삼동,778-7,제이원빌,37.49988,127.03856,월세,29.9800,3,"29,500",4,2014
건대입구,서울특별시 광진구 자양동,16-39,(16-39),37.5316905,127.0749477,전세,24.8100,2,"30,000",0,2026
건대입구,서울특별시 광진구 자양동,603-7,대원캐슬7차,37.5316905,127.0749477,전세,29.9300,2,"34,000",0,2023
역삼,서울특별시 강남구 역삼동,778-7,제이원빌,37.49988,127.03856,월세,29.9800,3,"29,500",4,2014
역삼,서울특별시 강남구 역삼동,811-11,성진빌라트,37.49988,127.03856,월세,50.5200,3,"20,000",75,2000
